	p_val	avg_logFC	pct.1	pct.2	p_val_adj
FCMR	0.00903959858991609	0.0680395218203643	0.406	0.363	1
KRT19	9.93331920477537e-13	0.0675235233880682	0.073	0.016	1.75710483413271e-08
IRF1	0.477013149767184	0.0672168918318008	0.636	0.693	1
TFDP2	0.000330798053578309	0.0669471500959831	0.215	0.161	1
GLRX	1.0721657390079e-05	0.0668932009484366	0.254	0.181	0.189655397573107
ARPC5L	0.00589333662932726	0.0668375945003215	0.487	0.436	1
IFNGR1	0.00363980660052593	0.0662991749567956	0.256	0.211	1
NR4A2	0.0181786687651553	0.0662626373379047	0.856	0.816	1
ADD3	0.00259669945675404	0.0660889303976681	0.311	0.26	1
PXN	7.74535175882814e-08	0.0659197863378112	0.177	0.102	0.00137007527261911
IFITM2	0.0344014787466157	0.0657800875737879	0.885	0.899	1
RAC1	0.0304732979261895	0.0651176065618149	0.498	0.469	1
ADRB2	0.000164567350266466	0.0647792484473211	0.197	0.141	1
VCL	2.71115393032769e-09	0.0643935558812589	0.104	0.043	4.79576018735665e-05
TNFSF14	0.0736661773233777	0.0642633506490475	0.194	0.169	1
RAB37	0.000896216299624667	0.0639865656198642	0.212	0.163	1
GPR141	1.24412982907669e-11	0.0635091672743468	0.086	0.025	2.20074125465375e-07
RPS3	8.01138540922981e-05	0.0630567381425648	1	0.999	1
IGFBP7	5.43076300493362e-08	0.0626003114113964	0.128	0.064	0.000960647667942708
PRF1	0.000247874738720444	0.0621776982741431	0.732	0.677	1
CDKN2D	8.23837748846685e-05	0.0621603726731611	0.203	0.144	1
GIMAP4	0.0182100034427453	0.0607041354444622	0.545	0.501	1
ZEB2	0.00988791679555685	0.0604258643981131	0.419	0.373	1
ARL4C	0.0106007162229911	0.0602227234345634	0.556	0.506	1
RASSF1	0.0529788552799601	0.059440669173899	0.32	0.292	1
AGTPBP1	7.24285574654013e-05	0.0585286379434648	0.172	0.117	1
RPL34	0.00113259177392073	0.0580740990165594	1	0.997	1
RIPOR2	0.00241132230027145	0.0578321588990939	0.318	0.266	1
C12orf75	0.0399913448321113	0.0577608351149754	0.5	0.467	1
H3F3B	0.000113880359766288	0.0577257318958742	0.995	0.991	1
RCBTB2	1.17191242197807e-09	0.0577248061853351	0.085	0.03	2.072995883237e-05
IRF8	0.00126604118278779	0.0568155189898717	0.106	0.07	1
STK38	0.0142738167607869	0.0563209748163646	0.283	0.245	1
AC025171.3	1.12362763445963e-05	0.0554383281361976	0.111	0.063	0.198758492259565
LINC02384	8.12383913165e-09	0.0553256339398294	0.069	0.022	0.000143702590399757
CYTH1	0.0487504736052954	0.0550838703367982	0.317	0.283	1
RPL38	0.0301033042893004	0.0541459564066753	0.884	0.888	1
SERF2	0.000600700140442123	0.0539070825172354	0.982	0.98	1
FGL2	0.000205190142535072	0.0537360044923186	0.119	0.076	1
DPEP2	9.41013190137861e-09	0.0532929683996256	0.073	0.025	0.000166455823203486
SSBP3	7.2537979235649e-07	0.0532241374925545	0.095	0.046	0.012831243146994
FHL3	1.51851416469823e-06	0.052726462067448	0.116	0.062	0.026860997059347
PTPN12	7.63645076041732e-05	0.0526341642687848	0.139	0.089	1
FAM49B	0.127065663475045	0.052495562479745	0.521	0.501	1
EIF3F	0.130221603601276	0.052221353321073	0.64	0.626	1
ITGAM	1.33055545228856e-06	0.051717844409061	0.105	0.054	0.0235361953955323
AC119396.1	1.19769091687947e-07	0.0506389683315823	0.089	0.038	0.0021185954628681
UBE2F	0.000393312825511765	0.0504019961747019	0.153	0.106	1
GK5	0.00107067932400801	0.0502244218307532	0.175	0.129	1
RPS23	0.00162630792599449	0.0496995086967429	1	0.999	1
RPL9	0.0287873163600256	0.0494462438406686	0.96	0.965	1
PFDN5	0.00787806590937642	0.0489090415472124	0.933	0.933	1
RPL26	0.00736615645572078	0.0487855374037447	0.999	0.998	1
MLC1	6.09848962804247e-07	0.0482749771921291	0.059	0.021	0.0107876183030443
GMFG	0.0713761543504481	0.0476132229754619	0.644	0.63	1
CCDC107	0.0548250577437385	0.046965636799745	0.366	0.33	1
LYN	0.000153579970863409	0.046671747420075	0.141	0.093	1
RPL10	0.00607353388540435	0.0466110396282278	1	0.999	1
SLC15A4	0.00440303049492112	0.0463180876140538	0.123	0.089	1
Z93241.1	0.000643536412264894	0.0461286424437043	0.121	0.081	1
TRBV5-4	0.0645025469501429	0.0460439963399442	0.019	0.01	1
ACAA2	0.118084944781364	0.0456271844097745	0.277	0.256	1
DOK2	0.230761169213743	0.0452417754801334	0.5	0.485	1
RPL24	0.00835936721918846	0.0451581742151042	0.978	0.978	1
MTSS1	0.00023330944447418	0.0450882367355012	0.148	0.099	1
PTGER2	0.00302162632038327	0.0449904853032882	0.199	0.153	1
SUPT4H1	0.0322205469391296	0.0448731251247661	0.333	0.296	1
TXK	0.00220181446235926	0.0448324177156907	0.198	0.151	1
MAPK1	0.0309196930286668	0.0443669942305472	0.329	0.292	1
PATL2	0.00385825000811593	0.0438363024824132	0.155	0.116	1
SLCO4C1	4.24880762572642e-07	0.0437317588307313	0.057	0.02	0.00751571580914746
RASSF4	2.86509607816593e-06	0.0435672020171201	0.074	0.033	0.0506806845266771
ASCL2	4.34226375196075e-07	0.0433436533559419	0.067	0.025	0.00768103035084337
BST2	0.414390376570596	0.0433221799922632	0.445	0.446	1
CTBP2	4.30009181607959e-05	0.043135860579274	0.087	0.047	0.760643241346318
RAP1GAP2	9.67461729387303e-07	0.0430546244909094	0.08	0.035	0.017113430531132
RASA3	0.0581725101807261	0.0423750168212298	0.216	0.187	1
RPL30	0.00784049632985701	0.0423485917490898	1	0.999	1
B2M	0.000306769950180905	0.0420286344813667	1	1	1
LINC02256	0.00446431372512341	0.0418664024828095	0.115	0.082	1
ANXA1	0.227088759869247	0.0418361332269659	0.599	0.591	1
CXXC5	0.00181891055794672	0.041792183898442	0.134	0.095	1
SORL1	0.0144711282445147	0.0416753858668508	0.287	0.243	1
PLOD1	3.3221768838359e-05	0.0415706395717262	0.077	0.039	0.587659868981733
GSTP1	0.0340787120560083	0.0415628696545145	0.671	0.687	1
RAB11FIP1	0.0390086432026086	0.0414954371796833	0.196	0.166	1
SMIM14	0.000387396168733539	0.0413936811819982	0.084	0.049	1
NCL	0.143541097557348	0.0406710470171842	0.702	0.713	1
PLEKHG3	3.25975793329927e-05	0.0403833520942391	0.056	0.025	0.576618580821308
PRSS57	1.63025149659968e-06	0.0403241647366418	0.045	0.014	0.0288375187233518
PYCARD	0.214005140595022	0.0400635648341948	0.296	0.281	1
IFITM3	0.134974591672487	0.0398572289855705	0.25	0.228	1
CALR	0.0180515700904168	0.0398197956044626	0.662	0.632	1
SYK	9.08654712396483e-05	0.0397407724068544	0.062	0.03	1
NME4	6.55894797487511e-05	0.0387121633481374	0.095	0.054	1
LGR6	5.31954552101744e-05	0.0386555025436695	0.061	0.028	0.940974407212775
TRBV21-1	0.0188118074846425	0.0382934100069666	0.021	0.009	1
TRAV5	0.471889627702149	0.0378856990922711	0.027	0.023	1
MIR181A1HG	0.0024817368098424	0.037768615677758	0.076	0.048	1
MT-ATP8	0.000362275296588952	0.0375789878706221	0.999	0.996	1
AP1S2	0.0088451962306943	0.0374936209185929	0.133	0.1	1
PCSK5	2.20095384136417e-07	0.037429471578908	0.039	0.009	0.00389326724998907
TRDC	4.19383557882389e-07	0.0372393448588769	0.306	0.205	0.00741847575538158
GABARAP	0.21389422007977	0.0369750260132925	0.723	0.744	1
HSH2D	0.203759958447727	0.0367764841382711	0.209	0.19	1
YES1	0.0382252330135604	0.0366453257288784	0.145	0.118	1
KIR2DL1	0.0875873483251104	0.0363547804491427	0.052	0.038	1
DCXR	0.191748206796909	0.0359113831940348	0.342	0.32	1
TBXAS1	0.000647773381861882	0.0357308852432965	0.068	0.038	1
ATP5MC2	0.0129268457113355	0.0356198875734464	0.873	0.873	1
GSN	0.000148607300592092	0.035437693386659	0.068	0.035	1
VIPR2	0.00445098012624726	0.0351504165857233	0.049	0.027	1
SELL	0.0746199979016849	0.0351087214210753	0.109	0.088	1
PPIE	0.0297410298624837	0.0349251876395482	0.175	0.145	1
LINC00299	0.000350573466251353	0.0345424965452021	0.07	0.038	1
ITGB2-AS1	0.00144760929893098	0.0341437489624716	0.09	0.057	1
ZMAT4	2.68099878520147e-08	0.0339547908633675	0.028	0.002	0.000474241875114289
HLA-E	0.0335207676057307	0.0337889641316462	0.984	0.989	1
NPRL2	0.0295234189496848	0.0337609431694172	0.159	0.13	1
TMEM107	0.0284650793307728	0.0335720472654111	0.128	0.101	1
SSR2	0.270532076001803	0.0332823362389887	0.677	0.666	1
SIGLEC7	0.000282296312935886	0.0332469943625567	0.049	0.022	1
CST3	0.00275721931871291	0.0331574468015485	0.063	0.038	1
RPL29	0.0231721330076946	0.0331331103540387	1	0.996	1
RPS10	0.761921879461446	0.0331251699956584	0.591	0.611	1
AKR1C3	3.95689492380427e-05	0.0330707052479527	0.074	0.037	0.699935143071738
CTSF	3.24333064324664e-05	0.033044221846423	0.056	0.024	0.573712757483897
C16orf54	0.0159240473120745	0.0330308193216967	0.151	0.118	1
PDGFD	0.00152703069294203	0.032879360412085	0.09	0.057	1
LIM2	1.37455640246382e-07	0.0328233725054582	0.034	0.006	0.00243145282031824
ERP29	0.462482672256893	0.0327679003507321	0.504	0.507	1
SH3BP5	0.0834604635641795	0.0327527954651136	0.217	0.191	1
TSPAN2	0.000421720358678756	0.0326571448132615	0.067	0.036	1
SKP1	0.41292751370636	0.0325207948454047	0.689	0.7	1
ANXA6	0.582109451601167	0.032468026577242	0.533	0.541	1
SNHG22	0.009079882023836	0.0323717032389859	0.064	0.041	1
VAV3	0.00159566057870628	0.03229764836429	0.095	0.062	1
EIF3K	0.294328585842315	0.0322877995480951	0.742	0.771	1
SUMO2	0.254343782329838	0.0322548590518674	0.77	0.79	1
TMEM173	0.011790354057424	0.0320887177401041	0.133	0.101	1
RPA2	0.058045989823491	0.0320499954975112	0.266	0.234	1
B3GNT7	0.0435040615659281	0.0319034711617013	0.069	0.051	1
SLC9A3R1	0.442387612203443	0.0318902242998063	0.666	0.671	1
RHOBTB3	8.13379311310729e-05	0.0318488456360537	0.059	0.027	1
ARPC5	0.624119673825233	0.0316549905813244	0.523	0.533	1
IDI1	0.7733187336906	0.0314078913781137	0.313	0.329	1
CMKLR1	0.000117891922748264	0.0312214008643619	0.05	0.022	1
GNB2	0.706442476950297	0.0309546161217492	0.475	0.483	1
C11orf21	0.00463105387471402	0.0308553933077897	0.131	0.095	1
ZNF595	0.000255571016279513	0.0306362133770498	0.058	0.029	1
RPS27A	0.0394571653442886	0.030617062028842	1	0.999	1
ATM	0.441519081636414	0.0305792986570465	0.314	0.302	1
NMUR1	0.0222928603266957	0.0305599442865873	0.087	0.064	1
S100A10	0.364612045192351	0.0304651535903508	0.719	0.718	1
TUBB2A	0.0616446458008202	0.030393218032213	0.115	0.093	1
MTFP1	0.0468364543638564	0.0302890622860761	0.196	0.165	1
NAA10	0.286760751580123	0.0300409604584736	0.32	0.305	1
RRAS2	0.011514582394977	0.0297507432392288	0.109	0.08	1
YPEL1	0.00156590296843832	0.0295677084365656	0.065	0.038	1
ARPC2	0.0271512045229986	0.0292139607592732	0.912	0.916	1
MMP23B	0.000461020051884567	0.029128735357403	0.055	0.027	1
LDB2	0.000808199577741463	0.0290749756677782	0.041	0.019	1
LINC02084	0.0489058159255298	0.0288939673765717	0.123	0.099	1
CEMIP2	0.382219869607434	0.0285925507159956	0.419	0.406	1
PPIA	0.0392480444112711	0.0285526066237041	0.95	0.959	1
CHST12	0.26770838968872	0.0284202328934853	0.442	0.425	1
TRAV26-1	0.0168452703955391	0.0283226087518785	0.03	0.016	1
PSAP	0.794175720658323	0.0282991651162384	0.37	0.376	1
IL27RA	0.476963316321589	0.0281580132449641	0.285	0.276	1
CHST2	0.00511629501198894	0.0281050773972224	0.062	0.038	1
RPL31	0.526325921451529	0.0279651497349533	0.867	0.879	1
GPSM3	0.288736594788382	0.0279635076058018	0.651	0.628	1
ALB	5.49197382349903e-09	0.0279464271654675	0.027	0.001	9.71475249638743e-05
ARL6IP1	0.514316840863391	0.0278184494268563	0.459	0.454	1
HSD17B11	0.201250376849804	0.0276793060041088	0.231	0.211	1
HDAC9	4.7033507162167e-05	0.0274069447883821	0.037	0.012	0.831975708191572
NMB	0.00112617419644807	0.0272676811446718	0.044	0.022	1
TRAPPC10	0.14475340819494	0.027112712060694	0.145	0.127	1
FCGR3B	1.21231221796001e-05	0.0270844758364401	0.037	0.011	0.214445908234946
PROK2	0.000223160101965178	0.0270453952255697	0.021	0.005	1
MAGEF1	0.000235410697877292	0.0269480695132709	0.047	0.021	1
H2AFJ	0.794830251908823	0.0267902858045314	0.222	0.221	1
SERPINB6	0.0310364630383586	0.0266923722907847	0.137	0.109	1
SLC12A7	0.0552136277652235	0.0266734255973062	0.086	0.067	1
AC243960.1	0.186955555941138	0.0266526946426922	0.19	0.171	1
RPL21	0.473826262877562	0.0266359326485324	0.992	0.988	1
G6PD	0.191303508437877	0.0265757782019728	0.206	0.187	1
AC090152.1	0.0838285299920659	0.0263833556234983	0.124	0.103	1
GLUL	0.00817141236028796	0.0263603183210366	0.173	0.133	1
CAMK1D	0.0221061470519797	0.0263245792967925	0.104	0.077	1
RRBP1	0.117744103067088	0.0262851799280044	0.144	0.123	1
MARCKSL1	0.331266050288549	0.0262312461913338	0.18	0.166	1
FAM169A	0.00039471917480756	0.0261763954245847	0.047	0.022	1
TRBV24-1	0.254389444364283	0.0261763954245847	0.007	0.004	1
RPS13	0.108691047308789	0.0261683846201941	0.999	0.995	1
MCTP2	0.153115224896364	0.0260856262140242	0.188	0.166	1
CD74	0.168321838475493	0.0259293905753131	0.927	0.92	1
SELENOK	0.318964153371309	0.0256491435036277	0.602	0.593	1
APLP2	0.208071268862641	0.0254787294204459	0.119	0.104	1
CXCR2	0.000935310231737545	0.0254247766671761	0.042	0.02	1
RPL7A	0.0973170130190115	0.0252645456711109	0.999	0.996	1
GSAP	0.0222305390064293	0.0247931854293644	0.101	0.075	1
UBE2J1	0.482630565812121	0.0247229220073752	0.235	0.227	1
AXIN1	0.00343181446988109	0.0247082750628191	0.07	0.043	1
PTPRE	0.186482805018425	0.0246912808323599	0.299	0.276	1
KIR3DL2	0.032052918877204	0.0246832821441448	0.093	0.069	1
RNF126	0.216024499796857	0.0246508458251956	0.21	0.191	1
U2AF1L5	0.0129706323028291	0.024544700857016	0.082	0.057	1
FAM49A	0.0336689371495673	0.02453943394298	0.093	0.07	1
RAB2A	0.506879027504731	0.0244410365260916	0.337	0.33	1
BEX4	0.060883315085723	0.0242821992148735	0.097	0.076	1
UAP1	0.0958584428445489	0.0240808096260346	0.116	0.096	1
PRADC1	0.00789850459289409	0.0240132012307364	0.056	0.035	1
ATP2B1	0.0817733940858826	0.0239967296154468	0.17	0.145	1
CPQ	0.0493705478924822	0.0238623398615869	0.08	0.06	1
KIR2DL3	0.000705841877674014	0.0237921232432908	0.121	0.079	1
EIF3L	0.850337469630242	0.0237759982422826	0.451	0.469	1
CIRBP	0.417345319129394	0.0235682481348156	0.725	0.74	1
OSBPL5	0.00458006795477239	0.0235304002319821	0.057	0.034	1
DIP2A	0.388457046695129	0.0233597507077423	0.234	0.221	1
TIMP1	0.0963348013582019	0.0233080150170301	0.128	0.107	1
PIP4P1	0.0513338959770165	0.0233060630948259	0.1	0.078	1
LINC01504	4.06424930983348e-05	0.0232324463628719	0.028	0.007	0.718925060416444
DNAJC1	0.764748765552134	0.0232049353606186	0.329	0.332	1
FUT11	0.245307317100403	0.0230531316150776	0.094	0.082	1
SUSD1	0.0110551896587013	0.0230493847580883	0.057	0.036	1
SIRT2	0.0841515823128539	0.0229479148143845	0.209	0.181	1
PIP4P2	0.00366562566831338	0.0228328069005883	0.06	0.035	1
P2RY8	0.221481896223838	0.0226169198958123	0.247	0.227	1
FBXO34	0.35629340323186	0.0225267128706283	0.112	0.102	1
ALOX5AP	0.155227275137098	0.0221809686043025	0.592	0.557	1
PDLIM1	0.0600923147691683	0.0221373421241318	0.08	0.062	1
HDDC2	0.400653808965609	0.0219401164469579	0.205	0.194	1
CMPK1	0.460609551191514	0.0219144493392993	0.295	0.285	1
USP28	0.211169644947807	0.0219125298595549	0.175	0.156	1
TRBV30	0.715196550636821	0.0218516952081188	0.022	0.025	1
RPL7	0.593577739299347	0.0218489792891674	0.752	0.767	1
SMAGP	0.0137854684369743	0.0218081485794972	0.055	0.035	1
S100B	0.0342360242718164	0.0217925933523295	0.029	0.017	1
TNFRSF1A	0.280822161531226	0.0217628529120201	0.219	0.202	1
TTC16	0.00616478879965206	0.0217400770680792	0.046	0.026	1
KRAS	0.902475803563376	0.0214725509137443	0.343	0.347	1
BX284668.5	0.043999600975407	0.0214582249503231	0.081	0.061	1
TRAPPC6A	0.115034165644846	0.0213396727917846	0.166	0.143	1
TPD52	0.221601444118494	0.0212904243580509	0.127	0.111	1
SLC25A13	0.00566612432420462	0.0212589285430547	0.054	0.032	1
CLCF1	0.0171890722003867	0.0210000677274438	0.05	0.032	1
PRELID1	0.351844741311077	0.0209378806063765	0.487	0.475	1
PDIA3	0.759923542635203	0.0209321123295916	0.558	0.572	1
TCF25	0.383451680300886	0.0208930412658334	0.447	0.48	1
CEBPD	0.309164594918069	0.0208376592268757	0.187	0.172	1
AGTRAP	0.211908161635667	0.0208099735041244	0.23	0.209	1
GOLGA8N	0.000241859421693896	0.02074178505042	0.027	0.008	1
GPX4	0.883657492801586	0.0206694086009892	0.476	0.492	1
SRGN	0.19597100169979	0.0206471534092407	0.948	0.949	1
BTF3	0.40384611501501	0.0205565286270604	0.895	0.889	1
BCL2A1	0.116547748133099	0.0204355122350237	0.142	0.166	1
TRAV12-3	0.380280467035072	0.0204165263652566	0.045	0.038	1
FAM177A1	0.157704345492195	0.0203899686862444	0.388	0.433	1
CYSLTR1	0.000213181486161854	0.0203650608857157	0.032	0.011	1
THRA	0.0204669842633879	0.0203092102780978	0.068	0.047	1
NDUFB2	0.595487171335752	0.0201552839695849	0.599	0.601	1
