	p_val	avg_logFC	pct.1	pct.2	p_val_adj
RPL35A	0.0330522978142229	0.0732328316058726	1	1	1
PTGDR	0.102854570626832	0.0730732497507378	0.305	0.244	1
FXYD5	0.317996525757798	0.0712948291666226	0.745	0.76	1
MTRNR2L12	0.0336822064349602	0.0709111886477217	0.106	0.058	1
SSNA1	0.141208963358411	0.0708564562738129	0.287	0.24	1
HCLS1	0.395446449846459	0.0706492420795273	0.623	0.644	1
TUBB	0.285406513995411	0.0705296496784265	0.491	0.462	1
PABPC1	0.226407725896894	0.0698845480114565	0.834	0.876	1
NAA10	0.159608899139274	0.0691932522109964	0.325	0.28	1
NRROS	0.108288890063925	0.0689127079533	0.148	0.107	1
ATP5MG	0.242327784663632	0.0680581113929252	0.772	0.818	1
CCDC85B	0.436891894055844	0.0673469241235729	0.465	0.462	1
MZT2B	0.354418937738003	0.0668759736736158	0.373	0.351	1
PET100	0.798546388918357	0.0667160701968281	0.447	0.48	1
SUMO2	0.178595381346343	0.0667076221460047	0.747	0.773	1
TGS1	0.0924309728735609	0.0664808846252835	0.196	0.147	1
RPL35	0.0466215798789648	0.0664562884546163	0.988	0.964	1
CD47	0.647113927564153	0.0663729494467293	0.485	0.507	1
RAB2A	0.430645531028941	0.0650682554879852	0.325	0.311	1
RPS11	0.266347568047649	0.0649315130025436	0.772	0.844	1
RPS7	0.0554295781298716	0.0643160393734306	1	0.991	1
RPL18	0.0110862851754349	0.0640459571035641	0.998	0.996	1
ZMAT4	0.000494294971607432	0.0640373935901257	0.052	0	1
GSN	0.0166972347352717	0.0638564856678317	0.114	0.058	1
TC2N	0.0154150672437313	0.0638429230355959	0.186	0.111	1
TPT1	0.0190715110958408	0.0626730908275333	1	1	1
NPM1	0.293656904027321	0.0622151865055787	0.719	0.773	1
PPP1CA	0.299380220818032	0.0620149662626431	0.649	0.649	1
MYOM2	0.0740459044919172	0.0618267615638142	0.236	0.173	1
ATP5IF1	0.470512245743715	0.0616030829443208	0.481	0.48	1
UCP2	0.416328366284146	0.0613185798270925	0.493	0.476	1
OAZ1	0.203970116872791	0.0611949452166622	0.902	0.947	1
COX7C	0.422830627912262	0.0609963370143468	0.721	0.8	1
C1orf123	0.0190857964823262	0.0605764175563622	0.158	0.093	1
TRDC	0.364843959147769	0.0601599168437051	0.527	0.498	1
HIST1H2BK	0.00313848934848756	0.0601467720073254	0.064	0.013	1
TMEM107	0.0412273323162248	0.0600783624162741	0.132	0.08	1
AC025171.3	0.0381764935000237	0.0595718544921509	0.132	0.08	1
Z93241.1	0.042552433341607	0.0591604165106218	0.098	0.053	1
CSK	0.224471136255837	0.0591604165106218	0.427	0.396	1
VAMP2	0.550760647079545	0.0585212346416244	0.335	0.32	1
PDCD6	0.333288857176191	0.0582050992292306	0.289	0.262	1
TKTL1	0.36348323483936	0.058145141145364	0.08	0.062	1
SSR2	0.520561552616959	0.0565875162919648	0.649	0.671	1
TCEAL8	0.00922533159861382	0.0562716326047307	0.09	0.036	1
PRADC1	0.00882126844425936	0.0551305684387034	0.07	0.022	1
RPL8	0.0304346443218327	0.0550023448340964	0.996	0.991	1
MRFAP1L1	0.275365293632735	0.0549545037547923	0.228	0.196	1
EEF1B2	0.164973615193871	0.0544219348906838	0.908	0.898	1
HMGN3	0.985520142835373	0.0534623953959839	0.465	0.507	1
MATK	0.781914410806802	0.0534464484249779	0.547	0.569	1
NMUR1	0.125062887988359	0.0530661871492139	0.152	0.111	1
RPL10	0.0576625595399582	0.0526480288017854	1	1	1
HOPX	0.180266670431548	0.0525207757407228	0.685	0.658	1
PLEKHA1	0.147236972632315	0.0524142272119731	0.2	0.156	1
RPA2	0.280711250269063	0.0522947967246401	0.281	0.249	1
SUPT4H1	0.178722709070162	0.0521917471945284	0.335	0.284	1
C12orf75	0.628037624864726	0.0521358015736572	0.537	0.542	1
YRDC	0.00490167239774201	0.0520390497946685	0.068	0.018	1
DRG2	0.0182357016630684	0.0519919270320092	0.108	0.053	1
UTS2	0.0543405510930729	0.0518947027842051	0.188	0.129	1
LYAR	0.620993604235526	0.0516959174664618	0.315	0.307	1
ICAM3	0.659590000196817	0.051610497491337	0.413	0.418	1
CDK11A	0.0546770134520042	0.0513680378609145	0.14	0.089	1
GPR174	0.186456074994563	0.0513414664968721	0.184	0.147	1
H2AFZ	0.894438204913808	0.0511355144829632	0.519	0.547	1
RPS16	0.214907139677881	0.0504551828436557	0.982	0.987	1
CXXC5	0.379995580537071	0.050270654442366	0.206	0.182	1
HINT2	0.0870430126554274	0.0496253055641847	0.122	0.08	1
CUTA	0.617742170847987	0.0487492652103048	0.421	0.404	1
SON	0.468665507070626	0.0484083754848289	0.695	0.724	1
PIN1	0.356108385425569	0.0482469885763543	0.244	0.218	1
CD320	0.0765090186029967	0.0481913851400476	0.226	0.164	1
MTFP1	0.203527387426699	0.0480411334682153	0.178	0.142	1
PTPN6	0.631628201444512	0.0478978088137405	0.365	0.351	1
TUFM	0.343193214714618	0.0474643767474305	0.301	0.267	1
MBP	0.486989434213306	0.0474643767474304	0.661	0.649	1
KLRK1	0.332214580188836	0.0473850085184907	0.14	0.116	1
MIF	0.489416079462455	0.0469026247914426	0.703	0.756	1
LINC02384	0.273086980350577	0.0467353661444908	0.124	0.098	1
PSMB8	0.880399892405673	0.0464864551288932	0.497	0.533	1
PLAC8	0.371661801367147	0.0464443339040016	0.621	0.573	1
COX4I1	0.208852151847015	0.0463178864451839	0.868	0.893	1
YWHAZ	0.297148901746473	0.046300300781017	0.846	0.898	1
LINC02084	0.110628293460683	0.0461165300345054	0.124	0.084	1
HMOX2	0.111943624658213	0.0456266235392096	0.345	0.28	1
SNRPN	0.136666333076169	0.0454691443511904	0.305	0.249	1
RNASET2	0.348718285629096	0.0450614921311199	0.234	0.209	1
DPEP2	0.119604567653398	0.0449201593628825	0.108	0.071	1
NDUFA1	0.914599750221546	0.0443266270754631	0.517	0.556	1
KLRC1	0.788997969341535	0.0441564424247069	0.216	0.209	1
OST4	0.555078934703206	0.043991198957523	0.707	0.733	1
BRD7	0.340898536146967	0.0435958999695101	0.168	0.142	1
FCGR3A	0.130362607839292	0.0432720493631353	0.848	0.831	1
ALKBH7	0.247790311634573	0.0429119054147991	0.22	0.182	1
RPL36AL	0.147946695815556	0.0428741841373139	0.874	0.876	1
TM2D1	0.387947638816252	0.0423532981942406	0.15	0.129	1
LIM2	0.0659388375516908	0.0421714237961981	0.07	0.036	1
CD3D	0.0517582901304536	0.0419978495733299	0.224	0.156	1
GLIPR1	0.42341393865781	0.0419071683630623	0.343	0.32	1
PABPN1	0.230909998028642	0.0418234968573447	0.162	0.129	1
IGFLR1	0.245127345208377	0.0418234968573447	0.156	0.124	1
PCSK5	0.0908401272427729	0.0417094522657859	0.084	0.049	1
STUB1	0.364443977986618	0.0412863918404043	0.321	0.293	1
SRPK2	0.551357165489955	0.0412863918404043	0.317	0.298	1
B3GALT4	0.0982049360367408	0.0412626128895304	0.11	0.071	1
NDUFAF8	0.372730210937131	0.0411146719580397	0.194	0.169	1
SKAP1	0.960630913728649	0.041046962280185	0.463	0.502	1
PTGDS	0.827941517737742	0.0409290731849336	0.188	0.2	1
ARL4D	0.0555230897166233	0.0405788007984861	0.09	0.049	1
HACD3	0.251723334741882	0.0405788007984861	0.086	0.062	1
PSMB6	0.481673018667614	0.040471231607331	0.379	0.36	1
SHISA5	0.93007930496075	0.0401976004087091	0.459	0.471	1
CD2	0.68382726148579	0.0400103912368167	0.393	0.404	1
FGR	0.688274353888608	0.0397423306535201	0.419	0.409	1
CFL1	0.17884430468769	0.0396388056262524	0.99	0.969	1
RPS12	0.0556372669554189	0.0395763925131312	1	1	1
HEATR5B	0.149973258039448	0.0391747937483886	0.072	0.044	1
RPL12	0.136149230349779	0.039005196519931	1	0.996	1
CCDC107	0.757808928186509	0.0388159757933894	0.371	0.364	1
ZNF595	0.0730205312073722	0.0387655636743054	0.098	0.058	1
C9orf16	0.864892950423693	0.0387240006266196	0.499	0.538	1
ATP5ME	0.917568883620355	0.038666483320057	0.521	0.56	1
NMRAL1	0.253098655559025	0.0383696468415479	0.106	0.08	1
SRRM2	0.891747474380431	0.0383415249613172	0.455	0.493	1
ITGB2	0.335924439232512	0.0382920040758736	0.832	0.818	1
MRPL48	0.0657819760862565	0.0380531410626754	0.088	0.049	1
S1PR1	0.721265691435819	0.0380343883083639	0.261	0.253	1
AL627171.1	0.0673211241724539	0.0378887620041972	0.076	0.04	1
FAM200B	0.170361908756148	0.0378279310533906	0.108	0.076	1
LINC01504	0.023032607771476	0.0377200852727523	0.062	0.022	1
TPM3	0.370018671902636	0.0376747902891641	0.705	0.733	1
FAM8A1	0.0757158144986712	0.0374989197294424	0.092	0.053	1
RNF146	0.0982523187552753	0.0374989197294424	0.094	0.058	1
PPIE	0.0991217957889095	0.0370669994189901	0.19	0.138	1
AC119396.1	0.076705535707392	0.0367718213612268	0.086	0.049	1
HLA-E	0.19978870736624	0.0365154804834222	0.996	0.991	1
PYCARD	0.86682741547596	0.0362519257137516	0.253	0.258	1
SLAMF7	0.571383760105046	0.0357993822539637	0.261	0.244	1
AC006369.1	0.122557849714162	0.0356724352034081	0.086	0.053	1
FAM173A	0.383497732180027	0.0354072480006258	0.184	0.16	1
WTAP	0.504987430111596	0.0352660963111857	0.333	0.311	1
SOD1	0.984398205667949	0.035043809871966	0.467	0.507	1
IL2RG	0.897176819997778	0.0345015437109543	0.477	0.52	1
RPL13A	0.704600960053331	0.0343058932230593	0.77	0.844	1
UBB	0.359592481720136	0.0341902230253566	0.884	0.889	1
CTSF	0.0808619092781495	0.0341712856040648	0.074	0.04	1
KRT19	0.0640506861040533	0.0339536024772755	0.046	0.018	1
PATL2	0.265178531708275	0.0339393624328461	0.186	0.151	1
SLFN13	0.207445023469331	0.0338426085263319	0.084	0.058	1
LINC002481	0.272940967903638	0.0338426085263319	0.08	0.058	1
PRMT2	0.937229917652827	0.0337159781602008	0.521	0.529	1
SNUPN	0.137222807456398	0.0336243632177397	0.068	0.04	1
ADPRHL2	0.104949972181366	0.0335246940426496	0.11	0.071	1
GLCCI1	0.180320361476511	0.0335246940426496	0.102	0.071	1
ATP6V1G1	0.817900015247143	0.033515501134059	0.497	0.56	1
SLC25A29	0.00512525084256938	0.033500669730044	0.034	0	1
IL18	0.00665807578386996	0.033500669730044	0.032	0	1
SPPL3	0.0998139185317512	0.0334004241282359	0.06	0.031	1
BEX4	0.190408124863485	0.0332170220185976	0.112	0.08	1
MAP2K6	0.0321273280130161	0.0331705654902857	0.052	0.018	1
CYBRD1	0.0106813141070059	0.0329345494400985	0.038	0.004	1
RRP7A	0.285150401642804	0.0329191053053945	0.134	0.107	1
RPL36	0.411656752564119	0.0326653013654945	0.994	0.991	1
MLF1	0.0367962932704845	0.0326155460710685	0.044	0.013	1
RPL39L	0.0432288093775208	0.0326155460710685	0.056	0.022	1
MTRNR2L8	0.0432288093775208	0.0326155460710685	0.056	0.022	1
TBPL1	0.417878278895235	0.0325022540891872	0.206	0.182	1
AOAH	0.688922057781935	0.0324430281719085	0.455	0.458	1
SAR1A	0.513502147477804	0.0322932715261775	0.186	0.169	1
TUBB2A	0.275443323051802	0.0322454192393418	0.09	0.067	1
NDUFA3	0.980392077978589	0.0319341482057085	0.503	0.538	1
DZIP3	0.113255456599232	0.0318162653810993	0.034	0.013	1
CPNE3	0.50798812227625	0.0317741610043432	0.204	0.187	1
CNPPD1	0.784052629901287	0.0317741610043432	0.216	0.213	1
RAC2	0.506958119613687	0.031729089566106	0.942	0.929	1
UQCR10	0.827201637880239	0.0316366515503516	0.477	0.502	1
WDR91	0.00665727800782031	0.0315608049122175	0.032	0	1
OSTF1	0.663512055988532	0.0313349948175468	0.569	0.658	1
LBH	0.768216269628333	0.0313163903394486	0.531	0.547	1
DOK2	0.973758936435506	0.031042570951789	0.577	0.613	1
CEBPG	0.281229788588994	0.0309317009713652	0.12	0.093	1
TRAPPC10	0.488565067591829	0.0308722618782561	0.188	0.169	1
CNOT8	0.216179566700586	0.030670763640684	0.14	0.107	1
RBM27	0.0636943584675794	0.0304481721373874	0.032	0.009	1
U2AF1L5	0.11558887712294	0.0304399379912066	0.07	0.04	1
FCRL3	0.360552774215479	0.0304248640156713	0.106	0.084	1
DLD	0.542506851914009	0.0304248640156713	0.116	0.102	1
LINC02256	0.441576949518922	0.030411400807254	0.164	0.142	1
TAOK3	0.726340435948334	0.0303784506114718	0.303	0.298	1
SEPT6	0.955092586414446	0.0301728796373694	0.365	0.373	1
ANKRD11	0.989733270608803	0.0299580799372631	0.253	0.262	1
HOXB2	0.233066947259578	0.0299145818185497	0.088	0.062	1
RNF165	0.0455322716319143	0.0298987192518276	0.042	0.013	1
BLCAP	0.190612063744284	0.0296646204142298	0.122	0.089	1
HBB	0.024980412496809	0.0296171697036464	0.022	0	1
OXLD1	0.357938164246825	0.0294009768587876	0.096	0.076	1
SUPT7L	0.411069409847295	0.0294009768587876	0.098	0.08	1
RPL17	0.51424051814057	0.0293896920239127	0.99	0.982	1
PITPNA	0.0504454834013443	0.0293537669635849	0.048	0.018	1
SDR39U1	0.566443839225512	0.029214566195558	0.17	0.156	1
LITAF	0.537827454045465	0.0291839479832305	0.816	0.844	1
FLOT2	0.606038037831454	0.02907962490948	0.242	0.227	1
DDRGK1	0.870737187053931	0.0290233220903829	0.188	0.2	1
ANKRD36B	0.291870178734359	0.0288913210869834	0.1	0.076	1
PAM16	0.192665970710096	0.028853444164252	0.08	0.053	1
ENPP5	0.066313564397141	0.02881326012133	0.052	0.022	1
MRPL39	0.0813502119851004	0.02881326012133	0.05	0.022	1
SAMD3	0.672106738153859	0.0285092625509692	0.435	0.467	1
NDUFB5	0.804704957356094	0.0284822621594618	0.15	0.147	1
PLOD1	0.375205022433274	0.0284352597388284	0.134	0.111	1
SEM1	0.763434581265583	0.0283383533477763	0.389	0.427	1
SHISAL2A	0.213314467110344	0.0283329527153624	0.084	0.058	1
AP002387.2	0.275345727850158	0.0283329527153624	0.08	0.058	1
RNF14	0.40584197832403	0.0283329527153624	0.074	0.058	1
STYXL1	0.18251674467262	0.0280429533795444	0.07	0.044	1
PIN4	0.554374027378906	0.0280070744350993	0.166	0.151	1
CMPK1	0.656611045389138	0.0279013247112022	0.299	0.284	1
SNHG22	0.343080778503673	0.027816549184635	0.072	0.053	1
GSTM1	0.145074883712257	0.027745366644891	0.056	0.031	1
ANXA6	0.826804906463635	0.0277128537965071	0.489	0.498	1
LIF	0.099087835957884	0.0276697494192509	0.012	0	1
IL32	0.372698373416107	0.0276285980026074	0.886	0.8	1
ERH	0.321490904971154	0.0275569208057948	0.343	0.302	1
FEZ1	0.550333943605538	0.0274625170073601	0.126	0.111	1
MT-ND3	0.0721757484198507	0.0271798754913606	1	1	1
CDKN2D	0.553822337425052	0.0269460294672713	0.265	0.244	1
TMEM185A	0.0818283698269665	0.0269066818507483	0.05	0.022	1
HNRNPA1	0.656949905023057	0.0269066818507482	0.88	0.902	1
MTG1	0.548457849262989	0.0265040483238313	0.144	0.129	1
CDK10	0.277764419734897	0.026489634221073	0.08	0.058	1
RPL32	0.377153668666601	0.0264485616625421	1	1	1
TACC3	0.214122022589189	0.0263778086688178	0.046	0.027	1
ARSA	0.475768602043676	0.0262913894491296	0.086	0.071	1
ATG4D	0.429318914854063	0.0262124784212726	0.136	0.116	1
ARL4C	0.50663446197521	0.0261755392047491	0.635	0.644	1
LSG1	0.227314142615291	0.0261755392047491	0.062	0.04	1
TBC1D10C	0.752328164629652	0.0260995542497335	0.435	0.48	1
UPF2	0.834029604569608	0.0259075235242275	0.218	0.213	1
TRIM39	0.10339088427546	0.025853218492853	0.054	0.027	1
SMC2	0.173994204099795	0.025853218492853	0.054	0.031	1
GNAI2	0.867376344540696	0.0257643493526034	0.371	0.369	1
AC009495.3	0.120056571201663	0.0255223446520289	0.04	0.018	1
AC243960.1	0.6071488690263	0.0254743588558152	0.224	0.209	1
SRSF8	0.395312327221872	0.0253904697571545	0.176	0.151	1
CHCHD1	0.304815678992961	0.0252941949061341	0.104	0.08	1
