ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05142	Chagas disease	80	-0.772144559394352	-2.13040554568912	1.47746656887776e-07	4.39210516384571e-06	3.23770185907184e-06	325	tags=21%, list=3%, signal=21%	CALR/TLR4/CFLAR/GNA15/C1QC/NFKB1/IL6/C1QA/TNF/C1QB/CCL2/JUN/NFKBIA/IL1B/CXCL8/CCL3/CCL3L1
hsa05146	Amoebiasis	64	-0.795898535870229	-2.14752587800411	3.12487512582008e-07	8.1764692829727e-06	6.02739889200305e-06	354	tags=38%, list=3%, signal=37%	RAB7A/IL1R1/PIK3CB/LAMB3/RAB5C/IL10/ACTN4/IL1R2/TLR4/ITGAM/GNA15/ACTN1/NFKB1/IL6/HSPB1/CD14/SERPINB9/CXCL1/TNF/CXCL2/IL1B/CXCL3/CXCL8/FN1
hsa04621	NOD-like receptor signaling pathway	144	-0.678846494276202	-2.05220582550963	3.250584118613e-07	8.1764692829727e-06	6.02739889200305e-06	777	tags=27%, list=7%, signal=26%	GBP2/PANX1/MAP1LC3A/CYBA/IKBKE/NOD2/TAB2/STAT1/IFNAR1/NAIP/MAP1LC3B/YWHAE/RIPK2/ITPR2/JAK1/VDAC1/ANTXR2/GBP3/GBP5/TLR4/GBP1/HSP90AA1/BIRC3/NFKB1/IL6/NLRP3/NAMPT/CXCL1/TXN/TNF/CTSB/CCL2/JUN/CXCL2/NFKBIA/IL1B/CXCL3/TNFAIP3/CXCL8
hsa04933	AGE-RAGE signaling pathway in diabetic complications	80	-0.760098610224358	-2.09716985607295	5.21712667632681e-07	1.21857173082776e-05	8.98287224720932e-06	611	tags=24%, list=5%, signal=23%	STAT5A/F3/STAT1/DIAPH1/EGR1/RAC1/PIM1/NFKB1/IL6/IL1A/THBD/VEGFA/TNF/CCL2/JUN/ICAM1/IL1B/CXCL8/FN1
hsa05323	Rheumatoid arthritis	74	-0.746482364310276	-2.02103562412187	1.55820774851464e-06	3.39689289176192e-05	2.50406718884108e-05	334	tags=32%, list=3%, signal=32%	FLT1/MMP1/ATP6V1B2/ATP6V1F/TLR4/HLA-DQA2/IL6/IL1A/CXCL1/VEGFA/CCL20/ACP5/TNF/CXCL5/CCL2/JUN/CTSL/CXCL2/ICAM1/IL1B/CXCL3/CXCL8/CCL3/CCL3L1
hsa04936	Alcoholic liver disease	105	-0.694053088043984	-2.01901154647828	2.67547751088963e-06	5.46800716288068e-05	4.03081809206398e-05	643	tags=20%, list=5%, signal=19%	IKBKE/IL17RA/TAB2/TNFRSF1A/SREBF1/C3AR1/TLR4/ALDH2/C1QC/NFKB1/IL6/C1QA/CD14/CXCL1/TNF/C1QB/CXCL2/NFKBIA/IL1B/CXCL3/CXCL8
hsa04714	Thermogenesis	176	0.571454451898974	1.80229334244507	3.7900265771123e-06	7.29022759244543e-05	5.37409341274747e-05	1895	tags=44%, list=16%, signal=37%	UQCRB/COX7C/COX6B1/ATP5MC2/ATP5ME/NDUFB4/NDUFB1/ATP5MG/NDUFB5/COX5B/RPS6/NDUFA11/ATP5MC3/NDUFA13/NDUFB3/COX4I1/NDUFA2/ATP5F1D/SDHD/ATP5PB/NDUFS7/NDUFB10/UQCRH/ATP5PO/ATP5F1A/COX6C/COX7A2L/NDUFS6/NDUFA4/ATP5F1C/ATP5PF/NDUFS2/NDUFC1/NDUFA12/NDUFA6/UQCRC2/ATP5PD/COA3/NDUFA10/NDUFV1/NDUFAB1/NDUFAF3/UQCRC1/SDHB/NDUFA7/COX6A1/NDUFS8/ATP5F1B/COA5/NDUFA3/COX7B/CYC1/COA6/UQCR10/NDUFB8/SMARCC2/CREB1/SLC25A20/SMARCE1/COX5A/PNPLA2/NDUFS3/PRKACA/NDUFB11/MAPK14/COX14/GNAS/ADCY7/NDUFA8/RHEB/COX17/ATP5F1E/CPT2/NDUFA9/SMARCA2/ATP5MF/NDUFV3
hsa00190	Oxidative phosphorylation	105	0.635726220014235	1.8815661578049	1.2421853645924e-05	0.000213786639064061	0.00015759581633887	1382	tags=50%, list=12%, signal=45%	UQCRB/COX7C/COX6B1/ATP5MC2/CYCS/ATP5ME/ATP6V0C/NDUFB4/NDUFB1/ATP5MG/NDUFB5/COX5B/NDUFA11/ATP5MC3/NDUFA13/NDUFB3/COX4I1/NDUFA2/ATP5F1D/SDHD/ATP6V0D1/ATP5PB/NDUFS7/NDUFB10/UQCRH/ATP5PO/ATP5F1A/COX6C/COX7A2L/NDUFS6/NDUFA4/ATP5F1C/ATP5PF/NDUFS2/NDUFC1/NDUFA12/NDUFA6/UQCRC2/ATP5PD/NDUFA10/NDUFV1/NDUFAB1/UQCRC1/SDHB/NDUFA7/COX6A1/NDUFS8/ATP5F1B/NDUFA3/COX7B/CYC1/UQCR10/NDUFB8
hsa04151	PI3K-Akt signaling pathway	206	-0.57565361783887	-1.81669495229964	1.21760846323474e-05	0.000213786639064061	0.00015759581633887	1297	tags=29%, list=11%, signal=26%	GYS1/PPP2R5E/MTOR/CSF3R/CREB3L2/PDGFB/YWHAQ/GNB4/CCND2/PPP2R3C/YWHAZ/MAP2K1/HRAS/GNB1/EIF4E/ITGB5/ATF2/CREB3/PIK3CB/ITGB7/LAMB3/PIK3AP1/IL2RG/IL2RA/ITGB1/PIK3R5/IFNAR1/CREB5/ITGAV/YWHAE/JAK1/DDIT4/GNG5/FLT1/CDC37/GRB2/IL3RA/YWHAG/TLR4/HSP90B1/IL4R/RAC1/IL6R/HSP90AA1/MCL1/YWHAH/ITGB8/THBS1/ITGA5/SGK1/NFKB1/OSM/IL6/CDKN1A/VEGFA/SPP1/IL7R/EREG/FN1
hsa05133	Pertussis	60	-0.74276873550909	-1.97770257623884	1.67176007694479e-05	0.000260316926267118	0.000191896269483889	712	tags=37%, list=6%, signal=35%	IL23A/ITGB1/IL10/CALM1/SERPING1/TLR4/ITGAM/C1QC/ITGA5/NFKB1/IL6/IL1A/NLRP3/C1QA/CD14/IRF1/TNF/C1QB/CXCL5/JUN/IL1B/CXCL8
hsa05012	Parkinson disease	205	0.537429509195321	1.72211169711188	1.640497883679e-05	0.000260316926267118	0.000191896269483889	1945	tags=48%, list=16%, signal=41%	UBC/UQCRB/TUBA1A/SOD1/COX7C/COX6B1/ATP5MC2/SLC25A6/CYCS/RPS27A/SLC25A5/NDUFB4/TUBB4B/NDUFB1/NDUFB5/TUBA4A/COX5B/NDUFA11/ATP5MC3/NDUFA13/NDUFB3/COX4I1/NDUFA2/CALM2/ATP5F1D/SDHD/CALML4/ATP5PB/NDUFS7/NDUFB10/DDIT3/BAX/UQCRH/ATP5PO/PARK7/ATP5F1A/COX6C/COX7A2L/NDUFS6/TUBA1B/PSMA4/NDUFA4/UBE2L6/CASP3/PSMD9/ATP5F1C/ATP5PF/NDUFS2/NDUFC1/NDUFA12/PSMD7/NDUFA6/UBA52/CALM3/UQCRC2/VDAC3/GNAI2/PSMA5/UBB/ATP5PD/PSMD4/NDUFA10/NDUFV1/NDUFAB1/UQCRC1/SDHB/NDUFA7/UBE2L3/COX6A1/NDUFS8/ATP5F1B/NDUFA3/COX7B/PSMB3/CYC1/PINK1/VDAC2/UQCR10/CAMK2G/NDUFB8/PSMB2/PSMD12/COX5A/NDUFS3/PRKACA/NDUFB11/GNAS/PSMC3/TXN2/NDUFA8/ATP5F1E/PSMD6/UBA7/PSMD13/NDUFA9/CASP9/NDUFV3/PSMC5/PSMA1
hsa05014	Amyotrophic lateral sclerosis	279	0.492793001019172	1.63746162349887	1.97244257808302e-05	0.000293176692287794	0.000216119306402398	1945	tags=36%, list=16%, signal=31%	UQCRB/TUBA1A/SOD1/COX7C/COX6B1/ATP5MC2/CASP1/NUP214/HNRNPA1/CAT/CYCS/RANBP2/NDUFB4/TUBB4B/NDUFB1/NDUFB5/TUBA4A/CHCHD10/COX5B/C9orf72/NDUFA11/ATP5MC3/NDUFA13/NDUFB3/COX4I1/NXF1/NDUFA2/NRBF2/ATP5F1D/SDHD/RAB8A/ATP5PB/NDUFS7/NDUFB10/DDIT3/BAX/UQCRH/ATP5PO/DCTN3/ATP5F1A/SEC13/COX6C/COX7A2L/NDUFS6/TUBA1B/PSMA4/NDUFA4/CASP3/PSMD9/ATP5F1C/SRSF7/SRSF3/ATP5PF/NDUFS2/NDUFC1/NDUFA12/PSMD7/NDUFA6/UQCRC2/PSMA5/ATP5PD/PSMD4/NDUFA10/NDUFV1/NDUFAB1/UQCRC1/SDHB/NDUFA7/NUP58/COX6A1/NDUFS8/ATP5F1B/NDUFA3/COX7B/PSMB3/CYC1/PINK1/UQCR10/NDUFB8/CCS/PSMB2/PSMD12/COX5A/NDUFS3/ATG2A/NDUFB11/MAPK14/PSMC3/NDUFA8/ATP5F1E/PSMD6/DCTN2/PSMD13/RAE1/NDUFA9/CASP9/NDUFV3/NUP107/PSMC5/PSMA1
hsa01523	Antifolate resistance	27	-0.848909706286928	-1.99562363406581	3.48657321435932e-05	0.000482522848245254	0.000355698478184977	124	tags=19%, list=1%, signal=18%	NFKB1/IL6/FOLR3/TNF/IL1B
hsa05205	Proteoglycans in cancer	143	-0.61383354248464	-1.85516247609131	3.54145209721287e-05	0.000482522848245254	0.000355698478184977	510	tags=19%, list=4%, signal=18%	PTPN11/ITGAV/SRC/ITPR2/PLAU/PXN/SDC4/ACTG1/GRB2/HPSE/TLR4/HBEGF/RAC1/FLNB/FLNA/THBS1/ITGA5/SDC2/CDKN1A/CD63/VEGFA/MMP9/TNF/HIF1A/CTSL/CD44/FN1
hsa05418	Fluid shear stress and atherosclerosis	110	-0.642326140635995	-1.87939779528237	4.4692361476848e-05	0.000584576088117172	0.000430928453818871	529	tags=25%, list=4%, signal=24%	TNFRSF1A/ITGAV/CALM1/SRC/SQSTM1/IL1R2/SDC4/ACTG1/HSP90B1/RAC1/GSTO1/HSP90AA1/DUSP1/NFKB1/SDC2/IL1A/THBD/VEGFA/MMP9/TXN/TNF/NCF1/CCL2/JUN/CTSL/ICAM1/IL1B
hsa04510	Focal adhesion	133	-0.62054218786315	-1.85670286213173	5.66224782771667e-05	0.000706354964598347	0.000520699458854085	1125	tags=30%, list=10%, signal=28%	VAV3/CCND2/MAP2K1/CTNNB1/HRAS/ITGB5/RHOA/ILK/PIK3CB/PAK2/CRK/ITGB7/LAMB3/RAP1B/ITGB1/ACTN4/PARVB/CAPN2/ITGAV/SRC/DIAPH1/PXN/RAPGEF1/ACTG1/FLT1/GRB2/RAC1/FLNB/TLN1/ITGB8/FLNA/ACTN1/BIRC3/THBS1/ITGA5/VEGFA/EMP1/SPP1/JUN/FN1
hsa05200	Pathways in cancer	348	-0.494752818107985	-1.62767065226476	5.83228869851846e-05	0.000706354964598347	0.000520699458854085	1877	tags=32%, list=16%, signal=27%	LPAR1/CCND1/GNAQ/CDKN2B/PTK2/BCL2L1/NRAS/CASP7/FADD/BCL2/BIRC2/RELA/PDGFA/PMAIP1/TRAF6/STAT4/PML/EGLN1/KRAS/MAP2K2/DAPK3/PRKCA/CBL/TGFBR1/PPARG/GSK3B/SMAD4/EP300/RASGRP3/DVL1/MYC/VHL/ZBTB17/PIK3CA/E2F3/ELK1/MTOR/CSF3R/PDGFB/DVL3/DAPK1/GNB4/CCND2/MAP2K1/CTNNB1/PPARD/HRAS/GNB1/NFKB2/TRAF3/RHOA/CSF2RB/PIK3CB/GNA12/IL13RA1/EDN1/GADD45G/NFE2L2/ELOC/CRK/BID/LAMB3/PTGER2/IL2RG/IL23A/IFNGR2/IL2RA/ITGB1/STAT5A/STAT1/IFNAR1/ITGAV/CALM1/RUNX1/SPI1/CSF2RA/IL6ST/JAK1/CTNNA1/GNG5/PLD1/MMP1/RALGDS/GRB2/IL3RA/TPM3/RALA/HSP90B1/IL4R/RAC1/PIM1/IL6R/GSTO1/HSP90AA1/EML4/BIRC3/TRAF1/NFKB1/IL6/CDKN1A/GADD45B/VEGFA/MMP9/HIF1A/PTGS2/IL7R/JUN/NFKBIA/CXCL8/FN1
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	56	-0.733512291159634	-1.94104534655925	0.000116615065945037	0.00136189737728668	0.00100394173313584	758	tags=41%, list=6%, signal=39%	ATP6V1E1/ATP6V1A/CCL5/ATP6V1C1/ADAM17/ATP6V0E1/ATP6V0B/CXCR2/PTPN11/TCIRG1/ATP6V0A1/SRC/ATP6V1B2/ATP6V1F/HBEGF/RAC1/NFKB1/CXCL1/JUN/CXCL2/NFKBIA/CXCL3/CXCL8
hsa04630	JAK-STAT signaling pathway	99	-0.639554454616074	-1.83826073743208	0.000169154921402235	0.00190736756201831	0.00140604272236341	1459	tags=41%, list=12%, signal=37%	EP300/MYC/PIK3CA/PTPN2/MTOR/CSF3R/PDGFB/CCND2/SOCS2/HRAS/SOCS6/CSF2RB/PIK3CB/IL13RA1/IL27RA/IL2RG/IL23A/IFNGR2/IL2RA/IL10RA/IL10/STAT5A/STAT1/IFNAR1/PTPN11/SOCS1/CSF2RA/IL6ST/JAK1/CISH/GRB2/IL3RA/IL4R/PIM1/IL6R/MCL1/OSM/IL6/CDKN1A/SOCS3/IL7R
hsa05134	Legionellosis	52	-0.730509455262596	-1.90168062931244	0.000216350999955595	0.00235822589951598	0.00173839926280109	285	tags=27%, list=2%, signal=26%	TLR4/ITGAM/HSPA1A/HSPA1B/NFKB1/IL6/CD14/CXCL1/TNF/CXCL2/NFKBIA/IL1B/CXCL3/CXCL8
hsa04512	ECM-receptor interaction	33	-0.799496953226358	-1.96744467545953	0.000228414951849089	0.00240940933079523	0.00177612984629682	769	tags=39%, list=7%, signal=37%	AGRN/ITGB5/ITGB7/LAMB3/ITGB1/ITGAV/SDC4/ITGB8/THBS1/ITGA5/SPP1/CD44/FN1
hsa05171	Coronavirus disease - COVID-19	176	0.517234846432452	1.63129172781492	0.000235828656854238	0.00240987408722925	0.00177647244801383	1100	tags=49%, list=9%, signal=45%	RPL36A/RPL41/RPS19/C5AR1/CFD/RPS29/RPS27/RPL18A/RPL8/MX2/ISG15/RPL37/MX1/RPS4X/RPL14/RPS23/RPL29/RPL26/RPS24/CASP1/RPL12/RPS12/RPL10/OAS1/RPL34/RPL11/RPS21/RPL9/RPS18/RPS15A/RPL24/RPS25/RPL23A/RPS27A/RPS9/RPS14/RPL19/RPS3/RPL32/RPS8/RPL39/RPL30/RPL28/RPS15/RPL3/RPL7A/RPL4/RPL36/RPL38/RPL27A/RPL13A/RPL6/RPS5/RPL5/RPS6/RPL15/RPL10A/RPS2/RPLP2/RPS10/RPL35A/RPL13/RPL18/RSL24D1/RPL31/RPL37A/FAU/RPSA/RPL21/RPL22/STAT2/RPL7/RPS13/RPS28/UBA52/RPL23/SYK/PIK3CD/F13A1/IRAK4/MYD88/RPLP1/RPS11/IKBKG/FOS/RPL35/RPS17
hsa04623	Cytosolic DNA-sensing pathway	62	-0.69411905063294	-1.86721393167218	0.000288729047590187	0.00277689407535268	0.00204702637455581	154	tags=16%, list=1%, signal=16%	IKBKE/POLR2L/CXCL10/NFKB1/IL6/NLRP3/NFKBIA/IL1B/CCL4/CCL4L2
hsa05016	Huntington disease	232	0.493074586385059	1.59972344047503	0.000283088797900556	0.00277689407535268	0.00204702637455581	1945	tags=41%, list=16%, signal=35%	UQCRB/TUBA1A/SOD1/COX7C/COX6B1/ATP5MC2/SLC25A6/CYCS/SLC25A5/NDUFB4/TUBB4B/NDUFB1/NDUFB5/TUBA4A/COX5B/NDUFA11/ATP5MC3/NDUFA13/NDUFB3/COX4I1/POLR2A/NDUFA2/POLR2G/NRBF2/ATP5F1D/SDHD/ATP5PB/NDUFS7/NDUFB10/PLCB2/BAX/UQCRH/ATP5PO/DCTN3/ATP5F1A/COX6C/COX7A2L/NDUFS6/TUBA1B/PSMA4/NDUFA4/CASP3/PSMD9/AP2A1/ATP5F1C/ATP5PF/NDUFS2/NDUFC1/NDUFA12/PSMD7/NDUFA6/UQCRC2/VDAC3/PSMA5/ATP5PD/PSMD4/NDUFA10/NDUFV1/POLR2F/NDUFAB1/UQCRC1/SDHB/POLR2J/NDUFA7/COX6A1/NDUFS8/ATP5F1B/NDUFA3/COX7B/PSMB3/CYC1/VDAC2/UQCR10/NDUFB8/PSMB2/CREB1/PSMD12/POLR2E/COX5A/NDUFS3/ATG2A/NDUFB11/PSMC3/TBP/NDUFA8/ATP5F1E/PSMD6/DCTN2/HDAC1/PSMD13/NDUFA9/CASP9/NDUFV3/PSMC5/PSMA1
hsa05415	Diabetic cardiomyopathy	155	0.528749569764666	1.63149515127443	0.00032319436203998	0.00301955875391638	0.00222591004232046	1384	tags=46%, list=12%, signal=41%	UQCRB/COX7C/COX6B1/ATP5MC2/SLC25A6/RAC2/SLC25A5/NDUFB4/NDUFB1/NDUFB5/COX5B/NDUFA11/ATP5MC3/NDUFA13/PPP1CC/NDUFB3/COX4I1/NDUFA2/G6PD/ATP5F1D/SDHD/ATP5PB/NDUFS7/NDUFB10/PLCB2/UQCRH/ATP5PO/ATP5F1A/COX6C/COX7A2L/NDUFS6/NDUFA4/MPC1/ATP5F1C/ATP5PF/NDUFS2/NDUFC1/NDUFA12/NCF2/NDUFA6/UQCRC2/PDK4/VDAC3/ATP5PD/PPP1CA/NDUFA10/NDUFV1/PIK3CD/PARP1/NDUFAB1/UQCRC1/TGFBR2/SDHB/NDUFA7/COX6A1/NDUFS8/PDK3/ATP5F1B/PTEN/SMAD2/NDUFA3/COX7B/PDHB/CYC1/MPC2/VDAC2/TGFB1/UQCR10/CAMK2G/NDUFB8/PIK3R1
hsa05167	Kaposi sarcoma-associated herpesvirus infection	155	-0.552848187483276	-1.69297475280772	0.000341720035397493	0.00310395698819389	0.00228812538321713	711	tags=26%, list=6%, signal=25%	PPP3R1/MAP2K1/HLA-C/CTNNB1/HRAS/GNB1/TRAF3/PIK3CB/BID/PPP3CA/MAP1LC3A/CCR5/PIK3R5/IKBKE/STAT1/IFNAR1/MAP1LC3B/TNFRSF1A/MAPKAPK2/CALM1/SRC/ITPR2/IL6ST/JAK1/GNG5/CCR1/RAC1/NFKB1/ZFP36/IL6/CDKN1A/CXCL1/VEGFA/HIF1A/PTGS2/JUN/CXCL2/NFKBIA/ICAM1/CXCL3/CXCL8
hsa05131	Shigellosis	197	-0.525199480166288	-1.63964878123859	0.000456152985078664	0.00403140611137089	0.00297180749880552	1029	tags=24%, list=9%, signal=23%	U2AF1/CYTH1/RHOA/ILK/CCL5/IL1R1/PFN1/PIK3CB/CRK/CAPN1/UBE2D3/MAP1LC3A/CAST/BNIP3/ITGB1/MALT1/ACTN4/TAB2/NAIP/MAP1LC3B/TNFRSF1A/CAPN2/RRAGC/RIPK2/ARF6/SRC/ITPR2/DIAPH1/VDAC1/PXN/ACTR2/SQSTM1/ACTG1/TLR4/RAC1/TLN1/ACTN1/ITGA5/TNIP1/NFKB1/NLRP3/CD14/TNF/JUN/CD44/NFKBIA/IL1B/CXCL8
hsa05219	Bladder cancer	36	-0.750207154781013	-1.87281279210206	0.000560764373444697	0.00482552500306358	0.00355720336617273	550	tags=47%, list=5%, signal=45%	KRAS/MAP2K2/DAPK3/MYC/E2F3/DAPK1/MAP2K1/HRAS/TYMP/SRC/MMP1/HBEGF/THBS1/CDKN1A/VEGFA/MMP9/CXCL8
hsa05410	Hypertrophic cardiomyopathy	49	-0.714116059851048	-1.84056267926717	0.000576042647372172	0.00482989604335129	0.00356042553976322	1028	tags=29%, list=9%, signal=26%	ITGB5/ATP2A3/EDN1/ITGB7/ITGB1/ITGAV/ACTG1/TPM3/ITGB8/ITGA5/IL6/TNF/LMNA/TPM4
hsa05135	Yersinia infection	126	-0.57879443003774	-1.72317443413731	0.000776517050817475	0.00634802689043286	0.00467953696413689	658	tags=18%, list=6%, signal=17%	ITGB1/IL10/TAB2/ARF6/SRC/PXN/ACTR2/ACTG1/TLR4/RAC1/FCGR2A/ITGA5/LCP2/NFKB1/IL6/NLRP3/TNF/CCL2/JUN/NFKBIA/IL1B/CXCL8/FN1
hsa05144	Malaria	32	-0.766613083444434	-1.86020941146387	0.00113150332935635	0.008809561635703	0.0064940917900402	372	tags=34%, list=3%, signal=33%	CD40/TLR4/CD81/THBS1/SDC2/IL6/TNF/CCL2/ICAM1/IL1B/CXCL8
hsa04625	C-type lectin receptor signaling pathway	90	-0.606787082558532	-1.70066347715384	0.00111603278785038	0.008809561635703	0.0064940917900402	1093	tags=36%, list=9%, signal=33%	PPP3R1/HRAS/NFKB2/CLEC4D/RHOA/PIK3CB/IL23A/PPP3CA/EGR2/IKBKE/MALT1/EGR3/IL10/STAT1/MAPKAPK2/PTPN11/CALM1/SRC/ITPR2/RELB/PLK3/CLEC4E/BCL3/NFKB1/IL6/NLRP3/IRF1/TNF/PTGS2/JUN/NFKBIA/IL1B
hsa04380	Osteoclast differentiation	122	-0.5671282479584	-1.68285930138836	0.00119698918247098	0.00910268517832579	0.00671017191642236	1093	tags=30%, list=9%, signal=28%	PPP3R1/MAP2K1/NFKB2/ATP2A3/IL1R1/PIK3CB/TREM2/JUND/PPP3CA/IFNGR2/CYBA/TAB2/STAT1/IFNAR1/TNFRSF1A/SOCS1/SPI1/ITPR2/JAK1/SQSTM1/RELB/GRB2/RAC1/SIRPA/LILRB1/FCGR2A/LILRB4/LCP2/NFKB1/IL1A/ACP5/TNF/SOCS3/NCF1/JUN/NFKBIA/IL1B
