ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0009142	nucleoside triphosphate biosynthetic process	106	0.697326623272604	1.64610486700626	1.263636094484e-05	0.00414472638990752	0.00387306419052372	1887	tags=46%, list=12%, signal=41%	ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/NME4/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/NDUFV1/NDUFS2/NDUFA7/NDUFB11/NDUFS4/NDUFA6/ATP5PB/CMPK1/NDUFA12/PARP1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/PINK1/NME2/TBPL1/ATP5F1C
GO:0014075	response to amine	30	0.79556929701977	1.6455766078246	0.000330258110332447	0.0306919870535621	0.028680309581502	525	tags=23%, list=3%, signal=23%	RGS2/NR4A2/NR4A1/SOD1/CALM3/HDAC9/MYD88
GO:0042773	ATP synthesis coupled electron transport	81	0.709897526252878	1.63897486326856	2.97407010383753e-05	0.00769655528472843	0.00719209179555345	1822	tags=49%, list=12%, signal=44%	COX6B1/UQCRB/CYCS/COX5B/COX4I1/COX7C/NDUFB1/NDUFB5/NDUFB4/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/UQCRC1/COX7A2L/NDUFS7/NDUFA1/ISCU/NDUFA10/COX5A/NDUFAB1/NDUFS6/UQCR10/NDUFV1/NDUFS2/NDUFA7/UQCRH/COA6/UQCRC2/NDUFS4/NDUFA6/PARK7/COX7B/NDUFA12/NDUFC1/GHITM/NDUFB8/CYC1/PINK1
GO:0042775	mitochondrial ATP synthesis coupled electron transport	81	0.709897526252878	1.63897486326856	2.97407010383753e-05	0.00769655528472843	0.00719209179555345	1822	tags=49%, list=12%, signal=44%	COX6B1/UQCRB/CYCS/COX5B/COX4I1/COX7C/NDUFB1/NDUFB5/NDUFB4/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/UQCRC1/COX7A2L/NDUFS7/NDUFA1/ISCU/NDUFA10/COX5A/NDUFAB1/NDUFS6/UQCR10/NDUFV1/NDUFS2/NDUFA7/UQCRH/COA6/UQCRC2/NDUFS4/NDUFA6/PARK7/COX7B/NDUFA12/NDUFC1/GHITM/NDUFB8/CYC1/PINK1
GO:0038094	Fc-gamma receptor signaling pathway	32	0.779517215204894	1.6200669647749	0.000488327142370225	0.0401578412979815	0.0375257332977816	887	tags=38%, list=6%, signal=35%	FCGR3A/FCER1G/LYN/PAK1/FCGR2B/FCGR1A/SYK/CD47/HCK/FGR/APPL1/PTPRC
GO:0046596	regulation of viral entry into host cell	35	0.769897363469052	1.61234031217292	0.000489729771926604	0.0401578412979815	0.0375257332977816	953	tags=34%, list=6%, signal=32%	IFITM2/IFITM3/FCN1/LY6E/CD74/IFITM1/SNX3/LGALS9/CD4/HLA-DRB1/TRIM22/TRIM8
GO:0033108	mitochondrial respiratory chain complex assembly	90	0.68846658339198	1.60909077403319	7.83445664170607e-05	0.014091912978759	0.0131682717746842	2996	tags=52%, list=20%, signal=42%	NDUFB1/NDUFB5/NDUFA13/NDUFA11/NDUFB4/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SURF1/PET100/NDUFS7/NDUFA1/NDUFA10/NDUFAB1/STMP1/NDUFS2/COA5/COA3/NDUFAF3/NDUFB11/OXA1L/NDUFS4/NDUFA6/TTC19/NDUFA12/TMEM126A/NDUFC1/NDUFB8/DMAC1/COX16/SMIM20/UQCC2/COX17/SLC25A33/ECSIT/NDUFA5/SDHAF3/NDUFA8/COX14/NDUFA9/CHCHD7/NDUFAF2/OMA1/UQCRFS1/NDUFS3/NDUFS8
GO:0038093	Fc receptor signaling pathway	52	0.726223209602063	1.59683453900554	0.000456148545375293	0.0391305275232713	0.0365657538398008	887	tags=29%, list=6%, signal=27%	FCGR3A/FCER1G/LYN/PAK1/FCGR2B/FCGR1A/SYK/CD47/HCK/FGR/BTK/APPL1/MAP3K1/NR4A3/PTPRC
GO:0046390	ribose phosphate biosynthetic process	191	0.648311556716755	1.59640535549529	3.72772533546391e-06	0.00188961786095879	0.00176576463258817	2611	tags=40%, list=17%, signal=34%	PAPSS2/TKT/ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/CDA/PPT1/NDUFA11/PYGL/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/PDK4/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/NME4/G6PD/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/PPCS/NDUFV1/ADA/NDUFS2/NDUFA7/NDUFB11/NDUFS4/NDUFA6/ADCY7/ATP5PB/TECR/CMPK1/AMPD2/NDUFA12/PARP1/SLC25A1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/DCK/PINK1/NME2/ATP5F1C/COASY/GMPS/APRT/PDK3/IMPDH2/RFK/NDUFA5/PDHA1/DIP2A/NDUFV3/DGUOK/AK3/NDUFA8/PRKAG2/NDUFA9
GO:0009152	purine ribonucleotide biosynthetic process	172	0.648571494948318	1.58947094338095	6.0885041261151e-06	0.00242496421480127	0.00226602221235111	2611	tags=41%, list=17%, signal=34%	PAPSS2/ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/PPT1/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/PDK4/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/NME4/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/PPCS/NDUFV1/ADA/NDUFS2/NDUFA7/NDUFB11/NDUFS4/NDUFA6/ADCY7/ATP5PB/TECR/AMPD2/NDUFA12/PARP1/SLC25A1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/PINK1/NME2/ATP5F1C/COASY/GMPS/APRT/PDK3/IMPDH2/NDUFA5/PDHA1/DIP2A/NDUFV3/DGUOK/AK3/NDUFA8/PRKAG2/NDUFA9
GO:0006119	oxidative phosphorylation	119	0.665650904282229	1.58481956740246	0.000113294623133145	0.0164164216772004	0.0153404227331688	1945	tags=48%, list=13%, signal=42%	NUPR1/COX6B1/UQCRB/ATP5ME/CHCHD10/CYCS/ATP5F1D/COX5B/COX4I1/COX7C/NDUFB1/NDUFB5/NDUFA13/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/UQCRC1/COX7A2L/ATP5PF/NDUFS7/NDUFA1/ISCU/ATP5F1E/NDUFA10/COX5A/NDUFAB1/NDUFS6/UQCR10/NDUFV1/NDUFS2/NDUFA7/UQCRH/COA6/NDUFB11/UQCRC2/NDUFS4/NDUFA6/PARK7/ATP5PB/COX7B/NIPSNAP2/NDUFA12/NDUFC1/GHITM/NDUFB8/CYC1/PINK1/ATP5F1C/UQCC2
GO:0009260	ribonucleotide biosynthetic process	185	0.636386971317518	1.56200471126883	3.33436309397456e-05	0.00784882059903361	0.00733437702280759	2611	tags=40%, list=17%, signal=34%	PAPSS2/ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/CDA/PPT1/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/PDK4/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/NME4/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/PPCS/NDUFV1/ADA/NDUFS2/NDUFA7/NDUFB11/NDUFS4/NDUFA6/ADCY7/ATP5PB/TECR/CMPK1/AMPD2/NDUFA12/PARP1/SLC25A1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/DCK/PINK1/NME2/ATP5F1C/COASY/GMPS/APRT/PDK3/IMPDH2/RFK/NDUFA5/PDHA1/DIP2A/NDUFV3/DGUOK/AK3/NDUFA8/PRKAG2/NDUFA9
GO:0022618	ribonucleoprotein complex assembly	186	0.627358991941311	1.54069389086329	3.62182321262248e-05	0.00784882059903361	0.00733437702280759	3252	tags=48%, list=21%, signal=39%	RPS19/RPL10/RPL11/SRSF5/RPS27/NOP53/RPL6/EIF3F/EIF3K/EIF3H/RPS14/RPS15/PTGES3/RPS28/SF3A2/EIF3G/YTHDC1/CLNS1A/RPL5/EIF3M/CELF2/SNRPD2/SNRPG/ATM/EIF3E/SNU13/EIF3L/SNRPD3/SNRPB2/SF3B5/ZRSR2/EIF3D/DENR/SRPK2/LUC7L3/PHF5A/SLU7/SNRPE/SRSF6/TRAF7/SF3A1/NUDT21/DDX39B/TGS1/AGO4/RBM5/PRPF6/PIH1D1/LSM4/SRSF9/EIF3A/COIL/RPS5/CRNKL1/STRAP/SF3B4/AGO2/EIF3I/AGO1/ZNHIT3/SNRPF/NAF1/PSIP1/SF3B6/EIF2S3/DICER1/SFSWAP/SF3A3/MCTS1/RPL38/TXNL4A/RBMX2/RPL23A/XAB2/TSSC4/ABT1/EIF6/SF3B3/SF3B2/AGO3/SF1/USP4/PRPF19/DHX30/EIF3CL/HSP90AB1/SETX/SART1/RRP7A/CDC73
GO:0071826	ribonucleoprotein complex subunit organization	194	0.622345732661132	1.53242173414483	0.000107963353446868	0.0164164216772004	0.0153404227331688	3252	tags=48%, list=21%, signal=38%	RPS19/RPL10/RPL11/SRSF5/RPS27/NOP53/RPL6/EIF3F/EIF3K/EIF3H/RPS14/RPS15/PTGES3/RPS28/SF3A2/EIF3G/YTHDC1/CLNS1A/RPL5/EIF3M/CELF2/SNRPD2/SNRPG/ATM/EIF3E/SNU13/EIF3L/SNRPD3/SNRPB2/SF3B5/ZRSR2/EIF3D/DENR/SRPK2/LUC7L3/PHF5A/SLU7/SNRPE/SRSF6/TRAF7/SF3A1/NUDT21/DDX39B/TGS1/AGO4/RBM5/PRPF6/PIH1D1/LSM4/SRSF9/EIF3A/ZFAND1/COIL/RPS5/CRNKL1/STRAP/DNAJC17/KIF5B/SF3B4/AGO2/EIF3I/AGO1/ZNHIT3/SNRPF/NAF1/PSIP1/SF3B6/EIF2S3/DICER1/SFSWAP/SF3A3/MCTS1/RPL38/TXNL4A/RBMX2/RPL23A/XAB2/TSSC4/ABT1/EIF6/SF3B3/SF3B2/AGO3/SF1/USP4/PRPF19/DHX30/EIF3CL/HSP90AB1/SETX/SART1/RRP7A/CDC73
GO:0006164	purine nucleotide biosynthetic process	204	0.609544785392766	1.50684881353903	7.56315193660638e-05	0.0140573783995057	0.0131360007320006	2611	tags=37%, list=17%, signal=31%	PAPSS2/ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/PPT1/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/PDK4/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/NME4/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/PPCS/NDUFV1/ADA/NDUFS2/NDUFA7/NAPRT/NDUFB11/NDUFS4/NDUFA6/ADCY7/ATP5PB/TECR/AMPD2/NDUFA12/NADSYN1/PARP1/PARP9/SLC25A1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/DCK/PINK1/NME2/ATP5F1C/AFMID/COASY/GMPS/APRT/PDK3/IMPDH2/NDUFA5/PDHA1/DIP2A/NDUFV3/DGUOK/AK3/NDUFA8/PRKAG2/NDUFA9
GO:0009060	aerobic respiration	163	0.610752218716617	1.49350479872679	0.000604434627447446	0.0474694011640417	0.0443580638378778	2611	tags=47%, list=17%, signal=40%	NUPR1/COX6B1/UQCRB/ATP5ME/CHCHD10/CYCS/ATP5F1D/COX5B/COX4I1/CAT/COX7C/NDUFB1/NDUFB5/NOP53/NDUFA13/NDUFA11/ATP5MG/BLOC1S1/NDUFB4/ATP5PD/ATP5PO/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/UQCRC1/COX7A2L/ATP5PF/SURF1/NDUFS7/NDUFA1/ISCU/ATP5F1E/NDUFA10/COX5A/NDUFAB1/NDUFS6/IDH3G/UQCR10/NDUFV1/NDUFS2/NDUFA7/UQCRH/COA6/NDUFB11/UQCRC2/OXA1L/NDUFS4/NDUFA6/PARK7/ATP5PB/COX7B/NIPSNAP2/MRPS36/NDUFA12/MDH2/NDUFC1/GHITM/NDUFB8/CYC1/PINK1/ATP5F1C/UQCC2/SUCLG1/IDH2/SLC25A33/COX6A1/SUCLG2/ACO2/NDUFA5/PDHA1/NDUFV3/DGUOK/NDUFA8/NDUFA9
GO:0072522	purine-containing compound biosynthetic process	213	0.602670404319065	1.48913901190848	0.000130393548600219	0.0177335226096298	0.0165711955217223	2611	tags=36%, list=17%, signal=30%	PAPSS2/ATP6V0C/ATP5MC2/ATP5ME/ALDOA/ATP5F1D/NDUFB1/NDUFB5/NDUFA13/PPT1/NDUFA11/ATP5MG/NDUFB4/ATP5PD/ATP5PO/NME3/PDK4/ATP5MC3/ATP5MF/NDUFA3/NDUFB10/NDUFB3/NDUFA2/SDHD/ATP5PF/ADA2/NME4/NDUFS7/NDUFA1/ATP5F1E/NDUFA10/NDUFAB1/NDUFS6/TGFB1/PPCS/NDUFV1/ADA/NDUFS2/NDUFA7/NAPRT/NDUFB11/NDUFS4/NDUFA6/ADCY7/ATP5PB/TECR/AMPD2/NDUFA12/NADSYN1/PARP1/PARP9/SLC25A1/TMSB4X/NDUFC1/IMPDH1/NDUFB8/SLC25A13/DCK/PINK1/NME2/ATP5F1C/AFMID/COASY/GMPS/APRT/PDK3/IMPDH2/NDUFA5/PDHA1/DIP2A/NDUFV3/DGUOK/AK3/NDUFA8/PRKAG2/NDUFA9
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	265	0.584479435235223	1.45658528855343	0.000312721472070128	0.0295548292925938	0.0276176857582004	3459	tags=47%, list=23%, signal=37%	EIF4A3/BCAS2/SRSF5/SYF2/LSM6/DDX5/SF3A2/SRRM1/PQBP1/HNRNPH1/CDC40/DDX17/YTHDC1/CLNS1A/MAGOH/CELF2/SNRPD2/PABPC1/SRSF3/PRPF40A/SNRPG/SRRM2/QKI/SON/RBMX/SNU13/RBM39/LSM5/SNRPD3/RBM25/LSM8/RBM6/CWC25/SNRPB2/HNRNPH3/SF3B5/ZRSR2/SRPK2/LUC7L3/RALY/PHF5A/TRA2B/LSM7/SLU7/FXR1/NSRP1/SCNM1/SNRPE/HNRNPU/PPIH/RBM8A/SRSF6/SF3A1/U2AF1L4/IK/LARP7/CTNNBL1/DDX39B/TGS1/TRA2A/RBM5/RBM4/HNRNPF/PRPF6/SNW1/PPIE/LSM4/SRSF9/RBM42/SNRNP40/COIL/RSRC1/CRNKL1/SNRPN/SNRPA/STRAP/DNAJC17/THRAP3/BUD31/SF3B4/RBM22/LSM3/FRG1/JMJD6/SNRPF/PSIP1/SF3B6/DHX38/SDE2/RNPC3/SFSWAP/SF3A3/RBM23/TXNL4A/UBL5/SNRNP70/RBM4B/PPWD1/PNN/WBP4/RBMX2/XAB2/TSSC4/C9orf78/SF3B3/HNRNPA1/MTREX/SF3B2/SF1/TIA1/USP4/PRPF19/CWC27/CDC5L/SETX/SART1/PPIL3/REST/LSM2/FMR1/MFAP1/DAZAP1/WDR77/CWC22
GO:0000398	mRNA splicing, via spliceosome	265	0.584479435235223	1.45658528855343	0.000312721472070128	0.0295548292925938	0.0276176857582004	3459	tags=47%, list=23%, signal=37%	EIF4A3/BCAS2/SRSF5/SYF2/LSM6/DDX5/SF3A2/SRRM1/PQBP1/HNRNPH1/CDC40/DDX17/YTHDC1/CLNS1A/MAGOH/CELF2/SNRPD2/PABPC1/SRSF3/PRPF40A/SNRPG/SRRM2/QKI/SON/RBMX/SNU13/RBM39/LSM5/SNRPD3/RBM25/LSM8/RBM6/CWC25/SNRPB2/HNRNPH3/SF3B5/ZRSR2/SRPK2/LUC7L3/RALY/PHF5A/TRA2B/LSM7/SLU7/FXR1/NSRP1/SCNM1/SNRPE/HNRNPU/PPIH/RBM8A/SRSF6/SF3A1/U2AF1L4/IK/LARP7/CTNNBL1/DDX39B/TGS1/TRA2A/RBM5/RBM4/HNRNPF/PRPF6/SNW1/PPIE/LSM4/SRSF9/RBM42/SNRNP40/COIL/RSRC1/CRNKL1/SNRPN/SNRPA/STRAP/DNAJC17/THRAP3/BUD31/SF3B4/RBM22/LSM3/FRG1/JMJD6/SNRPF/PSIP1/SF3B6/DHX38/SDE2/RNPC3/SFSWAP/SF3A3/RBM23/TXNL4A/UBL5/SNRNP70/RBM4B/PPWD1/PNN/WBP4/RBMX2/XAB2/TSSC4/C9orf78/SF3B3/HNRNPA1/MTREX/SF3B2/SF1/TIA1/USP4/PRPF19/CWC27/CDC5L/SETX/SART1/PPIL3/REST/LSM2/FMR1/MFAP1/DAZAP1/WDR77/CWC22
GO:0006397	mRNA processing	421	0.570275058255214	1.44903623992045	4.55522867040303e-06	0.00211666292218061	0.00197792823846447	3741	tags=46%, list=24%, signal=36%	EIF4A3/BCAS2/SRSF5/ZFP36L1/SYF2/PRMT9/LGALS3/LSM6/DDX5/YBX1/SF3A2/SRRM1/PQBP1/TSEN34/HNRNPH1/CDC40/DDX17/YTHDC1/CLNS1A/MBNL1/PPP4R2/MAGOH/CELF2/SNRPD2/PABPC1/SRSF3/PRPF40A/SNRPG/SRRM2/QKI/SON/RBMX/XRN2/SAFB/GRSF1/SNU13/RBM39/LSM5/SNRPD3/LSM10/RBM25/PRPF38B/LSM8/RBM6/CWC25/SNRPB2/HNRNPH3/ARL6IP4/SF3B5/ZRSR2/PRKACA/CDK11A/DHX36/SRPK2/PABPN1/LUC7L3/RALY/CDK11B/PHF5A/TRA2B/LSM7/SLU7/FXR1/NSRP1/SCNM1/SNRPE/HNRNPU/ACIN1/PPIH/RBM8A/RBBP6/SRSF6/SF3A1/U2AF1L4/IK/NUDT21/LARP7/CTNNBL1/DDX39B/TGS1/TRA2A/RBM5/RBM4/HNRNPF/PRPF6/SNW1/PTBP3/PPIE/LSM4/PCF11/SAFB2/THOC2/SRSF9/RBM42/SNRNP40/COIL/SSU72/RSRC1/CRNKL1/SNRPN/SNRPA/STRAP/CLASRP/CIR1/DNAJC17/THRAP3/BUD31/SREK1/SF3B4/RBM22/LSM3/FRG1/JMJD6/CDK12/SNRPF/PSIP1/SF3B6/DHX38/SDE2/PAPOLA/ZMAT5/RNPC3/SFSWAP/NBDY/SF3A3/CNOT6L/RBM23/PAN3/TXNL4A/TSEN15/UBL5/SNRNP70/RBM4B/PPWD1/SRSF11/PNN/CDK9/THOC5/WBP4/RBMX2/FAM50A/XAB2/ZC3H13/TSSC4/MBNL2/HSF1/SREK1IP1/C9orf78/SF3B3/HNRNPA1/RPUSD3/THOC3/MTREX/SF3B2/SF1/TIA1/USP4/CSTF3/PAN2/PRPF19/RPRD2/CWC27/CDC5L/AKAP8L/SETX/SART1/SLTM/CMTR2/THOC7/CDC73/RNMT/PPIL3/REST/LSM2/FMR1/PAF1/MFAP1/DAZAP1/WDR77/CWC22/RRP1B/RBM26/DUS3L/LSM1/RNGTT/PRPF4/DDX1/TBRG4/ZCCHC8/CPSF3/SUPT6H/KDM1A/TRMT2A/HNRNPA0/ZPR1
