	p_val	avg_logFC	pct.1	pct.2	p_val_adj
APOE	0.0395378334805601	0.392281718028392	0.263	0.343	1
TUBA1A	2.9507690378977e-19	0.391838126061844	0.644	0.384	5.21961535113724e-15
ZNF331	1.33319183688682e-21	0.38934177591078	0.573	0.276	2.3582830402691e-17
PPDPF	2.99434620132281e-24	0.385767125844057	0.842	0.706	5.29669899551992e-20
LYPD2	1.62525026628411e-13	0.385359876805645	0.091	0.002	2.87490519602996e-09
NR4A2	4.56615957402289e-23	0.384789503055893	0.826	0.622	8.07707967048908e-19
LIMD2	2.92303085263209e-25	0.38345852700618	0.601	0.307	5.1705492752209e-21
FCER1G	2.67538424396109e-24	0.380265411666415	0.951	0.811	4.73248718914278e-20
PILRA	7.66101392301598e-22	0.375121386262482	0.646	0.368	1.3551567528423e-17
NR4A1	9.65344160029255e-20	0.371903432947289	0.757	0.45	1.70759728467575e-15
SELENOK	9.17819001022141e-19	0.370125224649096	0.571	0.322	1.62353003090807e-14
CARD16	2.13258608998269e-23	0.367760524010479	0.688	0.407	3.77233153457038e-19
RNASET2	1.00723137292129e-23	0.36445574922596	0.826	0.537	1.78169157556047e-19
BLVRB	3.1667610043977e-21	0.362736965565213	0.581	0.322	5.60168354067909e-17
WSB1	6.90373088285069e-20	0.35659614539886	0.666	0.404	1.22120095586746e-15
CYTIP	6.87161235349475e-20	0.336180242863312	0.433	0.184	1.21551950920969e-15
TSPO	4.19443926040922e-22	0.332753599430385	0.854	0.58	7.41954360773788e-18
TYROBP	3.83219413097003e-26	0.327936320355527	0.974	0.911	6.77876819827289e-22
KLF4	2.54105901401819e-19	0.323093615894901	0.599	0.32	4.49487928989678e-15
CDKN1C	2.65705626711113e-18	0.318032655463073	0.204	0.039	4.70006683089287e-14
EVI2B	3.33169155582041e-17	0.31353593394611	0.516	0.284	5.89342919309073e-13
PLIN2	0.00208956562055961	0.313479645071592	0.385	0.294	1
C19orf38	1.06350153513682e-22	0.313275599600961	0.441	0.181	1.88122786550352e-18
CKS2	1.57314952090692e-16	0.311971459230237	0.368	0.153	2.78274418753225e-12
LY6E	1.81836960444341e-17	0.308263715430077	0.595	0.325	3.21651399329994e-13
EIF4A3	1.32230245208324e-13	0.308023432687427	0.425	0.228	2.33902080749005e-09
POU2F2	7.51476963127736e-16	0.306369985141304	0.458	0.245	1.32928760007665e-11
ZFAND5	9.07129620452433e-17	0.305721220907378	0.646	0.407	1.60462158561831e-12
PLAUR	3.5158274164207e-18	0.303299183159285	0.834	0.575	6.21914711690657e-14
CALHM6	3.67823641218838e-17	0.302291964466997	0.583	0.337	6.50643238952003e-13
ISG15	9.86900190789222e-11	0.300965997421894	0.457	0.268	1.74572774748705e-06
JPT1	1.40714930477431e-15	0.300217413887609	0.599	0.358	2.48910640521527e-11
NAP1L1	6.33245254288101e-17	0.297796843143956	0.69	0.44	1.12014753031022e-12
CXCL10	0.549625596941705	0.296985588002433	0.067	0.079	1
FOSB	2.52869942133625e-19	0.294704647266338	0.725	0.422	4.4730164064017e-15
MX1	2.13956174189038e-16	0.294157056187702	0.409	0.177	3.7846707652299e-12
B2M	4.8480451708436e-17	0.293095724089278	1	1	8.57570710270525e-13
MT-ATP8	6.85232102070144e-18	0.292440767272479	0.996	0.975	1.21210706535188e-13
ZNF703	1.87771270358472e-25	0.291263039278723	0.263	0.044	3.32148600137102e-21
ATP6V0C	5.5882725855208e-17	0.291024763659912	0.868	0.634	9.88509537652774e-13
RANBP2	5.83949338688583e-17	0.289784953677565	0.433	0.205	1.03294798520623e-12
MEF2C	1.02677724310745e-20	0.288584375655205	0.524	0.25	1.81626626533278e-16
ATP5MC2	6.52966241955406e-23	0.286699652068199	0.986	0.944	1.15503198539492e-18
UBC	4.85949963896528e-17	0.285066058621678	0.939	0.869	8.59596891136569e-13
CD74	0.000126856056102721	0.283838021753214	0.998	0.992	1
MX2	2.55323119988679e-13	0.283094908444875	0.395	0.197	4.51641066947974e-09
COX6B1	3.97395652918509e-24	0.282489569226062	0.923	0.798	7.0295317044755e-20
CCL18	0.143948121499918	0.282078418303383	0.113	0.087	1
ICAM3	8.34326012589232e-19	0.27994682496351	0.34	0.123	1.47583928366909e-14
MT-CO1	2.79406271951063e-20	0.278869924777947	0.998	0.995	4.94241754454236e-16
RPL8	1.41614064576758e-21	0.277448911989938	0.998	0.995	2.50501118829827e-17
NUP214	1.69238125201586e-17	0.275858041576557	0.435	0.204	2.99365319669086e-13
HMOX1	3.52724211102591e-18	0.275198546463476	0.565	0.299	6.23933857019373e-14
RPS24	4.91752210966552e-21	0.274886337861389	0.998	0.998	8.69860485978735e-17
VSIR	8.37914237551002e-11	0.270347886147656	0.595	0.417	1.48218649480397e-06
HLA-DQA1	0.4576517690024	0.269242491293641	0.713	0.741	1
MS4A6A	4.37643172808683e-06	0.268972551774759	0.668	0.562	0.0774147008381279
CLEC12A	3.6883450513493e-22	0.268327955640178	0.374	0.123	6.52431356133177e-18
LILRB2	2.87344854020779e-09	0.266861585414854	0.609	0.424	5.08284312277357e-05
FXYD5	3.84549276603163e-19	0.26615015970603	0.927	0.796	6.80229215383335e-15
CORO1A	1.69330045168406e-10	0.265560673601264	0.761	0.744	2.99527916898393e-06
NAAA	6.5130690328301e-17	0.265230148570358	0.46	0.23	1.15209678121732e-12
RPS19	6.12800955048255e-13	0.265194713663985	0.998	0.997	1.08398360938486e-08
PGLS	2.84711672444512e-17	0.26265831035328	0.715	0.455	5.03626477387097e-13
CLEC7A	9.50465981299053e-18	0.261800748256628	0.63	0.355	1.68127927431989e-13
H3F3B	9.02270365482e-20	0.261630971980807	0.986	0.985	1.59602604950111e-15
CPVL	1.5099367384603e-16	0.261583186880365	0.656	0.402	2.67092709666242e-12
GSTK1	1.215556772264e-15	0.259814650284998	0.638	0.406	2.1501983744578e-11
EIF1	2.9521060683891e-16	0.259751406293286	0.992	0.997	5.22198042437348e-12
RSRP1	1.56479017260807e-15	0.258869955079921	0.468	0.241	2.76795733632642e-11
CHMP1B	7.01608218665321e-13	0.258505787929145	0.524	0.299	1.24107477799709e-08
SERP1	4.65124866009513e-17	0.2578635271492	0.893	0.754	8.22759375484227e-13
HLA-E	4.8807109683723e-12	0.256782923618655	0.96	0.923	8.63348963195377e-08
UQCRB	1.97163261114045e-13	0.253941912540172	0.883	0.79	3.48762092584634e-09
C20orf27	4.83970058334486e-17	0.252722879217964	0.49	0.255	8.56094636187872e-13
RNH1	6.59314124363462e-16	0.252003462120307	0.674	0.422	1.16626075458653e-11
DRAP1	2.58192314411286e-13	0.250752520559954	0.617	0.406	4.56716384962123e-09
COTL1	4.25544999360513e-12	0.250668176147932	0.937	0.829	7.52746549368812e-08
HIGD2A	2.39653662540061e-15	0.250448791873186	0.802	0.583	4.23923363667113e-11
RPL10	7.91115868055901e-18	0.249353352556783	1	1	1.39940485900408e-13
TRAF3IP3	2.99360973736677e-23	0.249163982310049	0.302	0.074	5.29539626442807e-19
RPL18A	2.49880528556177e-15	0.2470935716528	0.994	0.992	4.42013666963022e-11
SARAF	3.89820794435532e-12	0.246391517934403	0.791	0.731	6.89554003277013e-08
ANP32B	6.54185163779061e-15	0.244985720649461	0.585	0.356	1.15718813620878e-10
MTSS1	2.56079349222618e-15	0.243682441370795	0.312	0.122	4.52978760839889e-11
SELPLG	9.94996989738093e-15	0.240601168009173	0.372	0.169	1.76005017514771e-10
RPS29	2.58481276616768e-11	0.239971484719052	0.947	0.938	4.57227530207402e-07
WAS	2.22838034906349e-15	0.238770283373418	0.577	0.342	3.94178199945840e-11
RPL39	8.57161818814237e-20	0.236314137309357	0.998	1	1.5162335413005e-15
BCAS2	4.861188052151e-19	0.235760952182708	0.291	0.085	8.5989555454499e-15
OAS1	5.99832749094612e-17	0.234136197657449	0.35	0.136	1.06104414987346e-12
RPL34	6.45813095989761e-17	0.233419581085002	0.998	0.997	1.14237878549629e-12
AGTRAP	1.59708759507068e-13	0.231801614057324	0.498	0.291	2.82508824692053e-09
PYCARD	9.62284473424163e-16	0.231638212694193	0.812	0.555	1.70218500504e-11
RAB32	6.22918822160861e-10	0.231291904071265	0.486	0.304	1.10188110452035e-05
RILPL2	1.28008886377629e-10	0.231091134453726	0.506	0.335	2.26434919113388e-06
HMGN2	3.33094675076686e-14	0.230859106918751	0.794	0.591	5.8921117074315e-10
LILRA2	9.45400788309396e-17	0.230402033702901	0.348	0.14	1.67231945444049e-12
SOD1	3.0996988232383e-11	0.230353604816675	0.506	0.302	5.48305724842622e-07
EGR1	6.24941390181983e-07	0.230242174378765	0.415	0.269	0.0110545882509291
ANKRD37	3.70584211662995e-16	0.230184145043144	0.253	0.077	6.55526412010672e-12
CD48	2.49431186418581e-11	0.229376918287656	0.567	0.365	4.41218825655827e-07
PTPN6	4.54651041877854e-12	0.227561263230329	0.601	0.396	8.04232227977737e-08
GABARAP	4.50432806781922e-16	0.227203073350646	0.98	0.974	7.96770591916541e-12
LYST	8.93083896374227e-13	0.226770892713361	0.379	0.19	1.57977610429637e-08
CX3CR1	1.30035293141866e-16	0.226707640076728	0.253	0.076	2.30019430038647e-12
GMFG	5.03114347272921e-12	0.225759299601362	0.696	0.496	8.89958968891071e-08
GLA	7.85293577247393e-12	0.225555497560371	0.425	0.232	1.38910580879291e-07
LTA4H	2.86548150322383e-12	0.225198205827874	0.478	0.276	5.06875023105263e-08
MCOLN1	1.09575131827254e-13	0.223368933472833	0.37	0.177	1.9382745068923e-09
LYN	2.75160130929807e-09	0.222700930029781	0.66	0.471	4.86730755601736e-05
HLA-B	7.5815367399467e-15	0.222150911618048	1	0.995	1.34109803392917e-10
APOBEC3A	2.36640458631036e-12	0.221066961060868	0.364	0.166	4.18593307272439e-08
CASP1	1.01083952255964e-11	0.221037247470166	0.547	0.35	1.78807403145574e-07
SMDT1	3.71623821726219e-16	0.220566405454474	0.573	0.323	6.57365378251509e-12
CLEC2B	9.68088134414725e-15	0.220500781846023	0.429	0.204	1.71245110096621e-10
FABP5	0.709221724548413	0.21973140226016	0.354	0.361	1
LRRC25	3.00731566473103e-13	0.218225754141785	0.476	0.273	5.31964067934272e-09
RPL11	1.0317931360525e-16	0.21651204889277	0.994	0.998	1.82513887836327e-12
ATF3	2.86562066088005e-10	0.216053257089185	0.709	0.46	5.06899638703072e-06
YME1L1	4.55346655058377e-13	0.215510600383749	0.415	0.22	8.05462698132762e-09
CD1C	0.0151273732466168	0.214539004410802	0.128	0.085	1
RPL12	2.13216199860126e-17	0.214245811408524	1	0.99	3.77158135932577e-13
GLIPR1	7.10720233013115e-13	0.214239154333593	0.583	0.356	1.2571930201769e-08
FYB1	2.67049818170061e-12	0.214060562972475	0.727	0.484	4.72384423361021e-08
YPEL3	2.85175100022567e-16	0.21275585397468	0.344	0.135	5.04446234429918e-12
CNPY3	2.91509288807169e-12	0.21197527106491	0.644	0.427	5.15650780971001e-08
HCST	3.53201325183071e-07	0.211525649349933	0.676	0.548	0.00624777824116335
DNAJA1	5.18940662454232e-10	0.210435637538817	0.767	0.634	9.17954137815292e-06
HLA-DPB1	0.117963234879634	0.20990268281278	0.931	0.877	1
ATG3	8.69062382688749e-13	0.209877034004807	0.63	0.397	1.53728444873813e-08
SRSF5	2.52904893995664e-11	0.209822707338549	0.563	0.348	4.47363466988931e-07
HERPUD1	2.86408259286227e-12	0.20980121559675	0.571	0.335	5.06627569851407e-08
CD302	1.00634137859819e-15	0.209241672169576	0.536	0.282	1.78011726460235e-11
GCHFR	9.57654538820119e-05	0.208370647194796	0.158	0.085	1
H2AFZ	1.9259636254472e-15	0.207329735644194	0.678	0.422	3.40683705705355e-11
IFITM1	0.681288850045041	0.207304510509869	0.362	0.392	1
RASSF4	5.3492995339824e-07	0.206618735810563	0.427	0.284	0.00946237594566146
GPBAR1	1.03684244866031e-16	0.206526707036168	0.233	0.062	1.83407060743522e-12
GNAI2	2.59216409959203e-12	0.205368356989169	0.82	0.539	4.58527907576835e-08
ATP5ME	2.81898812993676e-11	0.205166263538092	0.741	0.525	4.98650810304514e-07
RNF130	2.75225992242653e-12	0.204226684664881	0.781	0.555	4.86847257678028e-08
RPL30	6.6366159488312e-14	0.204202585811383	0.996	0.998	1.17395099518875e-09
ELF1	6.08417271126027e-14	0.203927259793894	0.443	0.232	1.07622931089483e-09
GIMAP4	6.44163661540905e-17	0.203387102054705	0.46	0.205	1.13946110089971e-12
CHCHD10	2.66674955207257e-10	0.203215066295908	0.589	0.383	4.71721328266117e-06
DPEP2	3.97802494870481e-15	0.203165830678852	0.257	0.085	7.03672833176393e-11
ALDOA	7.41626794132999e-09	0.201414697817524	0.891	0.8	0.000131186363614186
CLEC10A	0.095578101485458	0.201083281613753	0.211	0.179	1
PRAM1	1.89755903717655e-15	0.200763962570808	0.324	0.126	3.35659218086161e-11
PHACTR1	3.65788069364573e-10	0.200456396441667	0.518	0.328	6.47042515898993e-06
SERTAD1	3.7645202408651e-15	0.200133356558457	0.429	0.202	6.65905985406627e-11
BIN2	3.94860643211844e-12	0.200096684207572	0.334	0.161	6.98468991777431e-08
LINC02432	4.38069169877126e-20	0.199809698985341	0.156	0.01	7.74900554595649e-16
RPL26	6.48602966907161e-11	0.199452302054199	0.996	0.995	1.14731378816208e-06
ARPC3	5.23718432792361e-12	0.198612727215542	0.962	0.934	9.26405535766408e-08
SRA1	5.72613902813135e-10	0.198230572763235	0.466	0.3	1.01289673268616e-05
ZFP36L1	1.35317442826969e-06	0.198138551046044	0.802	0.732	0.0239363024616625
LAMTOR4	2.24889369933783e-11	0.197713770977227	0.779	0.565	3.97806806475869e-07
EIF4A1	1.1502917979766e-09	0.196686595036422	0.549	0.368	2.03475116144081e-05
TESC	1.63226038917314e-15	0.195360877417134	0.289	0.102	2.88730540240836e-11
SNHG8	1.7532004914878e-12	0.195133894865443	0.429	0.225	3.10123634939278e-08
LSP1	4.74860264208242e-10	0.19471563065579	0.85	0.704	8.3998032135796e-06
WDR83OS	6.43431913226237e-12	0.19468016384607	0.684	0.468	1.13816671130589e-07
SH3BGRL	2.99077216930612e-11	0.194505982488158	0.741	0.511	5.29037689028559e-07
RPL14	4.39386023313564e-12	0.194344384039151	0.998	0.984	7.77229936639364e-08
FCGRT	1.39157376498114e-09	0.19427716133101	0.781	0.598	2.46155483287513e-05
UNC119	7.99154782823549e-15	0.193546108272325	0.356	0.154	1.41362489533658e-10
TNFSF13B	2.97649065063998e-10	0.19303691518991	0.652	0.448	5.26511431191707e-06
PFDN5	1.65914974930848e-11	0.192769831362155	0.972	0.969	2.93486999155177e-07
TBCA	1.39189798574618e-12	0.192406310494556	0.621	0.401	2.46212834698641e-08
DAB2	0.834506542561424	0.192327425255634	0.257	0.274	1
TCF7L2	6.39466003754884e-13	0.191314799226599	0.209	0.066	1.13115141404201e-08
RGS18	5.25921081895647e-16	0.191207541689979	0.279	0.094	9.30301801765211e-12
CALM3	1.06512687045071e-05	0.190920711110202	0.559	0.417	0.188410292114026
RPL29	7.69414017962515e-13	0.190883853971101	0.998	0.995	1.36101645637389e-08
PPP1R10	8.76683094906624e-13	0.190731203189996	0.338	0.153	1.55076472658033e-08
RPL32	3.90859384067894e-11	0.190230266198134	0.996	1	6.91391164477699e-07
GLUL	9.10334083650479e-05	0.189919586638456	0.721	0.583	1
NBPF26	1.19138088017471e-11	0.189379964814714	0.549	0.333	2.10743363894105e-07
FAU	3.98327615830337e-15	0.189118453575675	0.998	1	7.04601719642284e-11
RPS27	7.2841107960462e-09	0.189100384524797	0.996	0.998	0.000128848635871261
DDX3X	1.93138511920026e-09	0.188654282901071	0.494	0.317	3.41642713735335e-05
CYCS	1.80912502412126e-06	0.188461251339811	0.468	0.317	0.032001612551681
PQLC3	1.27714396577706e-17	0.18816344479732	0.336	0.122	2.25913996106305e-13
C9orf72	1.43227987381965e-12	0.18808664935004	0.324	0.148	2.53355986879958e-08
VPS37B	3.54943192833273e-10	0.188063241384308	0.289	0.14	6.27859013802777e-06
SP110	3.88046498009123e-12	0.187855602417604	0.385	0.195	6.86415450328338e-08
RPL28	1.93703740950021e-13	0.187406621357746	1	0.998	3.42642547366491e-09
ATP5F1D	1.13462607382035e-10	0.187093193120782	0.682	0.466	2.00704006198082e-06
NAGK	2.6025499981989e-10	0.186377488943069	0.538	0.343	4.60365069181404e-06
RPS8	2.10316199588914e-10	0.185877865806384	0.998	0.998	3.7202832545283e-06
RPS4X	4.11302215131185e-10	0.185628519501366	0.996	0.992	7.27552488345552e-06
DOCK8	6.66735560396778e-11	0.185281598422432	0.468	0.281	1.17938853278586e-06
WASF2	5.12883728184259e-09	0.185281598422432	0.607	0.427	9.07240026785135e-05
MIDN	1.69435600750424e-10	0.185281598422432	0.435	0.248	2.99714634167425e-06
ARL6IP1	3.35513719481675e-10	0.185281598422432	0.47	0.279	5.93490218391135e-06
SYF2	8.0532476964481e-13	0.185281598422431	0.415	0.218	1.42453898502471e-08
FCER1A	0.000158980644807571	0.185281598422431	0.095	0.039	1
COX5B	2.0920026623807e-09	0.184601557593776	0.828	0.68	3.70054350948523e-05
PRMT9	1.11606546841606e-09	0.184128860542623	0.352	0.187	1.97420820708117e-05
F13A1	8.74020456955894e-09	0.183862151768205	0.186	0.071	0.000154605478630928
HIST2H2AA4	1.94568064285672e-17	0.183741952236839	0.225	0.053	3.44171448914926e-13
BST2	2.26313703925182e-10	0.183463416103373	0.626	0.406	4.00326310873254e-06
RPL37	2.44247878005516e-09	0.183235711401642	0.994	0.998	4.32050071403957e-05
HLA-DMA	0.00388197998099895	0.182260448088255	0.711	0.634	1
MTPN	3.10379341234606e-10	0.181997523221242	0.54	0.355	5.49030016709895e-06
RPS23	4.36480622903268e-10	0.181760697608365	0.998	0.997	7.72090573853591e-06
RPS12	9.48690431987774e-13	0.181592529680026	1	1	1.67813850514317e-08
RPS15A	8.56679644212104e-12	0.181078145406804	0.998	1	1.51538062264679e-07
TRAPPC5	9.75727359396684e-11	0.180938486275266	0.543	0.34	1.72596412603679e-06
RABGAP1L	1.26409477927654e-11	0.180860073164554	0.253	0.103	2.23605725506226e-07
SMCO4	7.43522719455643e-11	0.180837146662007	0.54	0.337	1.31521733844509e-06
MAT2A	4.96146817395864e-07	0.179959606084491	0.453	0.307	0.00877634105291543
HCLS1	2.86323491515068e-08	0.179652311341478	0.704	0.544	0.000506477624141004
EEF1A1	5.02772412524911e-08	0.179629446696182	1	1	0.000889354120515315
RPL19	2.14577782293875e-13	0.179094225632576	0.998	1	3.79566639099636e-09
ZFAS1	4.21097374921732e-08	0.17889180032366	0.615	0.448	0.000744879146499052
ARRB2	5.36394907073793e-08	0.178886692536584	0.694	0.524	0.000948828951122833
RNF149	2.15859268946418e-09	0.178643356881138	0.601	0.396	3.81833460839319e-05
STX10	2.14140071033081e-12	0.178619348597015	0.385	0.192	3.78792371650417e-08
SEC11A	1.8092780757285e-08	0.177698623697976	0.63	0.465	0.000320043198815614
RNASEK	1.48744992219742e-08	0.177518047932508	0.854	0.747	0.000263115016737501
RARRES1	2.75839797495714e-05	0.177376418915318	0.079	0.025	0.487933017790168
SYNGR2	1.3421673881926e-12	0.177184388189812	0.731	0.478	2.37415989297389e-08
SUPT4H1	1.06164043095156e-10	0.177060765277574	0.494	0.299	1.87793575831022e-06
RBKS	2.18140508320816e-10	0.176975136264678	0.492	0.296	3.85868745168691e-06
LY86	5.77257646516882e-09	0.176043657437495	0.468	0.297	0.000102111105092371
HSD17B11	1.05364698780676e-11	0.175991551515339	0.372	0.19	1.86379615673138e-07
LGALS3	0.0261988020672966	0.175385970668207	0.812	0.693	1
RPS21	2.04112495007588e-10	0.175268231828995	0.996	0.992	3.61054592418923e-06
TNFSF13	1.69898948873311e-10	0.17523126256893	0.381	0.204	3.00534250661999e-06
UBXN1	8.81751470799091e-11	0.175067005012713	0.605	0.399	1.55973017669651e-06
MALAT1	8.54599812708004e-10	0.174593533549396	0.984	0.961	1.51170160869919e-05
TOB1	1.75614610857837e-14	0.174520541466133	0.213	0.059	3.10644685146427e-10
COX4I1	1.91485931439699e-11	0.174273705905504	0.978	0.966	3.38719464123683e-07
GPSM3	1.8634051024808e-07	0.173872962175753	0.658	0.494	0.00329617728577828
FCGBP	1.40982709207097e-07	0.17373983798226	0.049	0.002	0.00249384314316434
CAT	1.14431917122521e-09	0.173630981202456	0.37	0.207	2.02418618198027e-05
ITGAL	4.2562179313555e-12	0.173499429724171	0.257	0.1	7.52882389877475e-08
EVL	2.35762032807947e-13	0.172632097358359	0.3	0.12	4.17039459833978e-09
ASAH1	1.08559928380799e-11	0.172409830145734	0.755	0.534	1.92031657312796e-07
NCF2	3.64279725234524e-09	0.171233957409181	0.662	0.46	6.4437440596735e-05
COX7C	6.81530367421157e-10	0.170862122950473	0.921	0.836	1.20555906693128e-05
ICAM2	2.65775323280353e-13	0.170083737513	0.231	0.077	4.70129969350616e-09
GPR65	3.46201531373481e-14	0.169600592860278	0.291	0.11	6.12395888846551e-10
SLC25A6	3.9723758964467e-08	0.169412066052751	0.911	0.869	0.000702673572322457
BLVRA	2.0022801332867e-07	0.169133612014449	0.46	0.317	0.00354183332777085
NDUFB1	4.60007252271318e-12	0.168639021447434	0.656	0.417	8.13706828542735e-08
RHOC	4.69900508895377e-08	0.168439095027934	0.466	0.307	0.000831207010185032
LIPA	3.14019484987592e-06	0.16842975838694	0.445	0.299	0.0555469066994551
PAK1	2.13986635431943e-09	0.167870930116535	0.516	0.33	3.78520959415565e-05
NDUFB5	5.59923316957454e-11	0.167626663183711	0.425	0.235	9.90448355366041e-07
LSM6	1.08628459907913e-09	0.167582021323031	0.409	0.238	1.92152882731107e-05
CXCL9	0.0937121655437902	0.167523085121452	0.103	0.074	1
SNX3	2.45333291207583e-06	0.167472378211249	0.706	0.529	0.0433970058817093
IL18	0.000229188138245855	0.167028158113081	0.283	0.197	1
NOP53	1.34085337872813e-10	0.166732239511299	0.524	0.327	2.37183554163219e-06
H3F3A	4.72093115365885e-10	0.166283792477934	0.986	0.992	8.35085511770715e-06
FGL2	3.11729070332219e-10	0.165376776123499	0.688	0.458	5.51417552510663e-06
IFI6	1.782874985549e-11	0.165328442393796	0.433	0.236	3.15372756193763e-07
S1PR4	4.52547035922519e-14	0.165078891104912	0.219	0.066	8.00510451843344e-10
ZNRD1	3.90034172598194e-09	0.165020413282609	0.261	0.125	6.89931447908946e-05
YPEL5	2.37053284779362e-08	0.164254231230356	0.379	0.223	0.000419323555446214
ERP29	1.38217809950656e-11	0.163605872943391	0.625	0.384	2.44493484021715e-07
RPS13	6.37454815086017e-10	0.163552994873887	1	0.998	1.12759382240566e-05
CSTA	1.95057203849707e-08	0.163531332022254	0.571	0.389	0.000345036687889747
ENY2	7.64123896896585e-11	0.163210287342105	0.613	0.399	1.35165876122037e-06
RPL6	2.30331230096538e-09	0.163024348099334	0.998	0.995	4.07432912917766e-05
YWHAB	5.86465135761105e-09	0.162994779764037	0.879	0.783	0.000103739817864782
IGSF6	7.69702012797597e-05	0.16247234157722	0.662	0.501	1
ARL4A	5.88062661288785e-09	0.162203651139887	0.35	0.197	0.000104022404155373
SLC2A3	3.75084277938083e-06	0.162114539140897	0.516	0.36	0.0663486579244676
TXNIP	3.11842063416243e-06	0.162003913553086	0.561	0.386	0.0551617425976993
MT-CO2	9.70678213549379e-09	0.160697507408351	0.998	0.997	0.00017170326919475
MIR22HG	1.02966652656625e-10	0.160444675275492	0.259	0.11	1.82137711884304e-06
BTF3	5.37997521638226e-08	0.159537138934834	0.937	0.906	0.000951663816025859
OAZ1	1.36513794512597e-11	0.159205344506531	0.998	0.995	2.41479251113332e-07
PSMB9	2.72489323755679e-06	0.159042259774896	0.65	0.532	0.0482006364791421
CDKN1B	1.58017341558569e-10	0.158925753717069	0.259	0.112	2.79516875482952e-06
ELOB	3.15929062098065e-06	0.158582392067192	0.895	0.824	0.0558846917945268
HES4	1.30509359941299e-08	0.158470340971775	0.259	0.126	0.000230858006800164
ATP2B1	3.04874849218638e-08	0.156877321991494	0.415	0.255	0.000539293120782848
SEPT9	1.01639976722989e-07	0.156757131712583	0.466	0.309	0.00179790954825295
PTMA	4.03494304865608e-13	0.156349667562057	0.998	0.993	7.13741075876774e-09
